ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	214.031	0.277
 0	 0	 1	212.950	0.340
 0	 0	 2	211.956	0.369
 0	 0	 3	210.774	0.361
 0	 0	 4	209.824	0.354
 0	 0	 5	208.616	0.359
 0	 0	 6	207.660	0.362
 0	 0	 7	206.474	0.346
 0	 1	 0	213.981	0.329
 0	 1	 1	212.938	0.304
 0	 1	 2	211.888	0.323
 0	 1	 3	210.701	0.291
 0	 1	 4	209.718	0.292
 0	 1	 5	208.601	0.280
 0	 1	 6	207.609	0.287
 0	 1	 7	206.453	0.261
 0	 2	 0	213.965	0.276
 0	 2	 1	212.893	0.310
 0	 2	 2	211.895	0.252
 0	 2	 3	210.669	0.260
 0	 2	 4	209.707	0.257
 0	 2	 5	208.626	0.269
 0	 2	 6	207.491	0.248
 0	 2	 7	206.417	0.262
 0	 3	 0	213.933	0.270
 0	 3	 1	212.875	0.240
 0	 3	 2	211.863	0.241
 0	 3	 3	210.671	0.261
 0	 3	 4	209.660	0.249
 0	 3	 5	208.549	0.264
 0	 3	 6	207.521	0.256
 0	 3	 7	206.374	0.228
 0	 4	 0	213.978	0.278
 0	 4	 1	212.886	0.243
 0	 4	 2	211.859	0.240
 0	 4	 3	210.642	0.234
 0	 4	 4	209.672	0.245
 0	 4	 5	208.551	0.237
 0	 4	 6	207.555	0.239
 0	 4	 7	206.397	0.234
 0	 5	 0	213.973	0.278
 0	 5	 1	212.898	0.266
 0	 5	 2	211.872	0.243
 0	 5	 3	210.653	0.212
 0	 5	 4	209.645	0.243
 0	 5	 5	208.577	0.235
 0	 5	 6	207.550	0.207
 0	 5	 7	206.455	0.222
 0	 6	 0	213.969	0.277
 0	 6	 1	212.811	0.266
 0	 6	 2	211.790	0.222
 0	 6	 3	210.621	0.241
 0	 6	 4	209.671	0.218
 0	 6	 5	208.564	0.230
 0	 6	 6	207.539	0.215
 0	 6	 7	206.453	0.231
 0	 7	 0	213.987	0.279
 0	 7	 1	212.917	0.271
 0	 7	 2	211.877	0.244
 0	 7	 3	210.629	0.219
 0	 7	 4	209.720	0.208
 0	 7	 5	208.560	0.228
 0	 7	 6	207.542	0.221
 0	 7	 7	206.401	0.218
 1	 0	 0	209.545	0.335
 1	 0	 1	208.410	0.328
 1	 0	 2	207.499	0.331
 1	 0	 3	206.322	0.324
 1	 0	 4	205.427	0.318
 1	 0	 5	204.334	0.321
 1	 0	 6	203.389	0.320
 1	 0	 7	202.240	0.332
 1	 1	 0	209.587	0.302
 1	 1	 1	208.443	0.299
 1	 1	 2	207.543	0.286
 1	 1	 3	206.306	0.293
 1	 1	 4	205.390	0.278
 1	 1	 5	204.305	0.262
 1	 1	 6	203.363	0.290
 1	 1	 7	202.282	0.271
 1	 2	 0	209.649	0.269
 1	 2	 1	208.505	0.281
 1	 2	 2	207.524	0.265
 1	 2	 3	206.374	0.277
 1	 2	 4	205.418	0.265
 1	 2	 5	204.285	0.249
 1	 2	 6	203.350	0.252
 1	 2	 7	202.271	0.254
 1	 3	 0	209.604	0.285
 1	 3	 1	208.479	0.256
 1	 3	 2	207.531	0.259
 1	 3	 3	206.380	0.247
 1	 3	 4	205.417	0.246
 1	 3	 5	204.332	0.243
 1	 3	 6	203.322	0.247
 1	 3	 7	202.274	0.253
 1	 4	 0	209.585	0.270
 1	 4	 1	208.476	0.263
 1	 4	 2	207.467	0.265
 1	 4	 3	206.340	0.274
 1	 4	 4	205.436	0.263
 1	 4	 5	204.382	0.261
 1	 4	 6	203.351	0.258
 1	 4	 7	202.272	0.275
 1	 5	 0	209.621	0.262
 1	 5	 1	208.460	0.263
 1	 5	 2	207.474	0.273
 1	 5	 3	206.402	0.253
 1	 5	 4	205.415	0.276
 1	 5	 5	204.330	0.234
 1	 5	 6	203.343	0.229
 1	 5	 7	202.277	0.236
 1	 6	 0	209.661	0.263
 1	 6	 1	208.453	0.255
 1	 6	 2	207.517	0.259
 1	 6	 3	206.382	0.281
 1	 6	 4	205.451	0.256
 1	 6	 5	204.347	0.260
 1	 6	 6	203.372	0.250
 1	 6	 7	202.296	0.256
 1	 7	 0	209.631	0.271
 1	 7	 1	208.456	0.277
 1	 7	 2	207.482	0.252
 1	 7	 3	206.412	0.278
 1	 7	 4	205.488	0.268
 1	 7	 5	204.332	0.252
 1	 7	 6	203.333	0.252
 1	 7	 7	202.287	0.232
 2	 0	 0	223.170	0.331
 2	 0	 1	222.116	0.322
 2	 0	 2	221.061	0.278
 2	 0	 3	219.986	0.368
 2	 0	 4	219.085	0.318
 2	 0	 5	218.078	0.303
 2	 0	 6	217.097	0.340
 2	 0	 7	216.023	0.358
 2	 1	 0	223.205	0.309
 2	 1	 1	222.088	0.331
 2	 1	 2	221.097	0.298
 2	 1	 3	220.036	0.309
 2	 1	 4	219.073	0.281
 2	 1	 5	218.013	0.270
 2	 1	 6	217.114	0.288
