ch	pt	m	q
12	 7	0.2140	99.5303
13	 0	0.2168	94.8356
13	 1	0.1798	100.5217
13	 2	0.1497	105.0773
13	 3	0.1786	100.6820
13	 4	0.1742	101.3605
13	 5	0.2036	96.8321
13	 6	0.1855	99.6216
13	 7	0.1881	99.2665
14	 0	0.1749	111.5719
14	 1	0.1644	112.5916
14	 2	0.1574	113.1580
14	 3	0.1786	111.2271
14	 4	0.1790	111.2103
14	 5	0.2079	108.4098
14	 6	0.2054	108.6973
14	 7	0.2028	108.9461
15	 0	0.1972	101.8758
15	 1	0.1780	104.4651
15	 2	0.1850	103.4057
15	 3	0.1785	104.3333
15	 4	0.1903	102.7400
15	 5	0.2159	99.2896
15	 6	0.2133	99.6924
15	 7	0.2061	100.6425
16	 0	0.1956	105.4072
16	 1	0.1822	106.9631
16	 2	0.1739	107.8412
16	 3	0.1933	105.6730
16	 4	0.1702	108.3540
16	 5	0.2104	103.6852
16	 6	0.1997	104.9559
16	 7	0.2034	104.5051
17	 0	0.1925	102.3876
17	 1	0.1962	101.9102
17	 2	0.1891	102.7808
17	 3	0.1518	107.8172
17	 4	0.1865	103.2114
17	 5	0.2401	95.9788
17	 6	0.2306	97.2837
17	 7	0.2017	101.1477
18	 0	0.2136	98.9570
18	 1	0.2182	98.3624
18	 2	0.2078	99.7154
18	 3	0.1933	101.7202
18	 4	0.2017	100.6203
18	 5	0.2118	99.2568
18	 6	0.2170	98.5657
18	 7	0.1828	103.2250
19	 0	0.2653	107.1356
19	 1	0.2356	109.5169
19	 2	0.1837	113.5742
19	 3	0.1871	113.3405
19	 4	0.2061	111.8480
19	 5	0.2276	110.1023
19	 6	0.2316	109.8369
19	 7	0.1980	112.5170
20	 0	0.2606	98.0565
20	 1	0.2096	103.9441
20	 2	0.1817	107.1062
20	 3	0.1713	108.3727
20	 4	0.1838	106.9022
20	 5	0.2016	104.8375
20	 6	0.2042	104.5986
20	 7	0.2097	103.9625
21	 0	0.2563	94.8324
21	 1	0.2048	101.5627
21	 2	0.1859	103.9323
21	 3	0.1896	103.5052
21	 4	0.1806	104.7291
21	 5	0.2080	101.0406
21	 6	0.2055	101.4601
21	 7	0.1804	104.6916
22	 0	0.2887	101.2677
22	 1	0.2307	106.6684
22	 2	0.1853	110.8232
22	 3	0.1976	109.7045
22	 4	0.2072	108.8744
22	 5	0.2012	109.3586
22	 6	0.1970	109.8195
22	 7	0.2303	106.7352
23	 0	0.2638	96.6556
23	 1	0.2342	100.2285
23	 2	0.1976	104.4893
23	 3	0.1904	105.3799
23	 4	0.1915	105.3116
23	 5	0.2188	102.0240
23	 6	0.2113	102.9824
23	 7	0.1916	105.3340
24	 0	0.2577	94.4449
24	 1	0.2265	98.5138
24	 2	0.1951	102.5246
24	 3	0.1978	102.2019
24	 4	0.2032	101.4355
24	 5	0.1955	102.5050
24	 6	0.2067	101.1045
24	 7	0.1816	104.3457
25	 0	0.2173	93.8620
25	 1	0.1866	98.7823
25	 2	0.1636	102.3356
25	 3	0.1589	103.1302
25	 4	0.1583	103.2669
25	 5	0.1720	101.0687
25	 6	0.1731	100.9296
25	 7	0.1660	102.0720
26	 0	0.2500	99.9647
26	 1	0.1917	106.5538
26	 2	0.1523	110.9148
26	 3	0.1787	108.0191
26	 4	0.1790	107.9785
26	 5	0.2052	104.9974
26	 6	0.1957	106.1123
26	 7	0.1977	105.8890
27	 0	0.2272	90.6060
27	 1	0.1942	96.0169
27	 2	0.1812	98.0872
27	 3	0.1656	100.7478
27	 4	0.1810	98.1842
27	 5	0.1810	98.2220
27	 6	0.1594	101.8486
27	 7	0.1827	97.9340
28	 0	0.1826	97.9632
28	 1	0.1829	97.9379
28	 2	0.1483	103.5768
28	 3	0.1585	101.9622
28	 4	0.1718	99.8151
28	 5	0.1930	96.2709
28	 6	0.1657	100.8184
28	 7	0.1836	97.8388
29	 0	0.1900	106.1462
29	 1	0.1879	106.4013
29	 2	0.1543	110.1841
29	 3	0.1526	110.4314
29	 4	0.1843	106.8151
29	 5	0.1768	107.6600
29	 6	0.1984	105.1966
29	 7	0.2033	104.6429
30	 0	0.1872	107.6808
30	 1	0.2074	105.5466
30	 2	0.1673	109.8283
30	 3	0.1672	109.9072
30	 4	0.1750	109.0682
30	 5	0.2135	104.8823
30	 6	0.1861	107.8859
30	 7	0.1892	107.5847
31	 0	0.1729	103.8422
31	 1	0.1683	104.5172
31	 2	0.1579	105.8943
31	 3	0.1417	108.2253
31	 4	0.1911	101.3226
31	 5	0.2141	98.0423
31	 6	0.2229	96.8762
31	 7	0.1889	101.6350
