INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	11.867	10.194	10.036	8.606
 0	 1	9.155	8.372	8.108	7.421
 0	 2	11.226	11.046	10.177	10.029
 0	 3	9.992	9.945	9.148	9.108
 0	 4	10.494	10.494	9.646	9.644
 0	 5	10.580	10.116	9.933	9.547
 0	 6	8.856	8.750	8.438	8.348
 0	 7	9.889	9.588	9.543	9.271
 1	 0	10.470	8.880	8.578	7.290
 1	 1	10.766	9.954	9.271	8.593
 1	 2	13.030	12.758	11.148	10.902
 1	 3	8.657	8.646	7.448	7.443
 1	 4	11.651	11.399	10.240	10.018
 1	 5	10.276	10.172	8.966	8.874
 1	 6	12.552	12.592	10.953	10.922
 1	 7	12.217	11.976	10.821	10.612
 2	 0	9.151	7.972	7.539	6.568
 2	 1	8.458	7.825	7.297	6.735
 2	 2	8.803	8.661	7.512	7.397
 2	 3	9.895	9.883	8.603	8.581
 2	 4	9.053	9.011	7.801	7.768
 2	 5	9.161	8.894	8.167	7.953
 2	 6	11.212	11.038	9.668	9.536
 2	 7	9.407	9.359	8.283	8.237
 3	 0	9.850	8.411	7.839	6.656
 3	 1	11.106	10.382	9.315	8.700
 3	 2	9.879	9.741	8.423	8.286
 3	 3	10.902	10.866	9.401	9.363
 3	 4	11.128	10.950	9.744	9.598
 3	 5	9.518	9.139	8.346	8.034
 3	 6	10.052	9.994	8.890	8.815
 3	 7	12.999	12.829	11.605	11.429
 4	 0	7.630	6.660	6.181	5.347
 4	 1	7.064	6.641	5.929	5.559
 4	 2	8.495	8.422	7.265	7.223
 4	 3	7.875	7.847	6.714	6.695
 4	 4	9.242	9.042	7.793	7.628
 4	 5	11.276	10.842	9.704	9.326
 4	 6	11.837	11.711	10.198	10.096
 4	 7	11.286	11.058	9.791	9.622
 5	 0	6.740	5.887	5.521	4.847
 5	 1	7.640	7.188	6.581	6.207
 5	 2	7.692	7.522	6.626	6.485
 5	 3	7.601	7.601	6.656	6.660
 5	 4	7.554	7.523	6.657	6.608
 5	 5	8.877	8.665	7.753	7.555
 5	 6	8.067	8.003	7.244	7.190
 5	 7	9.491	9.385	8.482	8.390
 6	 0	5.888	5.453	4.648	4.293
 6	 1	6.769	6.402	5.654	5.373
 6	 2	8.393	8.279	7.274	7.162
 6	 3	8.653	8.660	7.546	7.548
 6	 4	8.204	8.084	7.327	7.204
 6	 5	9.212	8.884	8.122	7.848
 6	 6	9.507	9.429	8.552	8.469
 6	 7	10.726	10.573	9.615	9.547
 7	 0	5.175	4.866	4.050	3.789
 7	 1	5.846	5.633	4.856	4.698
 7	 2	6.596	6.505	5.572	5.525
 7	 3	7.465	7.348	6.326	6.236
 7	 4	7.682	7.518	6.567	6.419
 7	 5	7.308	7.144	6.312	6.165
 7	 6	8.726	8.685	7.659	7.643
 7	 7	12.407	12.211	11.102	10.934
 8	 0	4.908	4.834	4.036	3.981
 8	 1	5.791	5.618	5.027	4.861
 8	 2	6.415	6.444	5.558	5.558
 8	 3	6.568	6.481	5.613	5.564
 8	 4	6.769	6.593	5.901	5.733
 8	 5	6.557	6.249	5.723	5.468
 8	 6	7.057	6.975	6.227	6.135
 8	 7	7.106	7.120	6.185	6.145
 9	 0	6.362	5.876	5.162	4.788
 9	 1	7.379	7.059	6.290	6.016
 9	 2	6.679	6.630	5.820	5.773
 9	 3	7.099	7.029	6.138	6.044
 9	 4	7.001	6.786	6.230	6.043
 9	 5	6.892	6.813	6.116	6.056
 9	 6	7.367	7.358	6.636	6.621
 9	 7	6.726	6.576	6.085	5.949
10	 0	6.519	5.970	5.359	4.890
10	 1	7.951	7.603	6.807	6.496
10	 2	8.983	8.805	7.746	7.558
10	 3	7.323	7.274	6.302	6.275
10	 4	7.503	7.468	6.628	6.589
10	 5	7.530	7.437	6.614	6.494
10	 6	7.908	7.851	6.916	6.852
10	 7	8.145	8.107	7.209	7.142
11	 0	8.607	7.440	6.850	5.903
11	 1	7.213	6.828	6.022	5.700
11	 2	7.033	6.975	5.932	5.880
11	 3	7.352	7.359	6.221	6.224
11	 4	7.397	7.286	6.271	6.254
11	 5	6.878	6.761	5.932	5.824
11	 6	7.572	7.478	6.659	6.570
11	 7	6.820	6.687	5.955	5.875
12	 0	8.919	8.002	7.203	6.463
12	 1	7.698	7.215	6.438	6.029
12	 2	8.331	8.216	6.933	6.846
12	 3	8.681	8.681	7.165	7.181
12	 4	8.539	8.354	7.127	6.941
12	 5	7.426	7.333	6.173	6.083
12	 6	7.736	7.694	6.467	6.423
12	 7	7.476	7.286	6.328	6.221
13	 0	8.889	7.768	7.048	6.166
13	 1	9.157	8.618	7.720	7.266
13	 2	8.145	7.991	6.942	6.804
13	 3	6.744	6.706	5.826	5.800
13	 4	7.790	7.679	6.761	6.646
13	 5	7.506	7.284	6.369	6.185
13	 6	7.329	7.294	6.335	6.277
13	 7	7.163	7.052	6.267	6.152
14	 0	10.074	8.693	8.205	7.065
14	 1	8.784	8.228	7.430	6.952
14	 2	8.439	8.333	7.262	7.171
14	 3	7.765	7.763	6.724	6.697
14	 4	8.125	8.015	6.997	6.912
14	 5	7.067	7.044	6.160	6.104
14	 6	7.178	7.118	6.372	6.300
14	 7	7.164	7.038	6.409	6.366
15	 0	10.421	9.103	8.399	7.362
15	 1	9.494	8.685	8.326	7.632
15	 2	8.777	8.654	7.767	7.642
15	 3	9.159	9.120	8.026	8.020
15	 4	8.639	8.455	7.677	7.588
15	 5	7.598	7.614	6.658	6.609
15	 6	7.383	7.359	6.355	6.332
15	 7	7.278	7.171	6.481	6.392
16	 0	10.806	9.291	8.828	7.586
16	 1	8.063	7.367	6.869	6.297
16	 2	7.188	6.978	6.176	5.962
16	 3	6.996	6.975	6.054	6.032
16	 4	6.622	6.559	5.808	5.762
16	 5	6.716	6.676	5.896	5.866
16	 6	6.761	6.708	5.875	5.797
16	 7	7.115	7.002	6.233	6.102
17	 0	7.581	6.399	6.386	5.404
17	 1	6.306	5.851	5.558	5.165
17	 2	6.021	5.891	5.391	5.276
17	 3	6.182	6.129	5.563	5.541
17	 4	6.211	6.183	5.507	5.491
17	 5	5.969	5.882	5.320	5.221
17	 6	6.078	5.965	5.351	5.264
17	 7	6.217	6.183	5.603	5.574
18	 0	8.196	6.852	6.661	5.577
18	 1	7.984	7.423	6.749	6.263
18	 2	8.155	7.872	6.950	6.725
18	 3	7.241	7.209	6.303	6.285
18	 4	6.524	6.457	5.684	5.620
18	 5	7.094	6.949	6.295	6.168
18	 6	6.891	6.916	6.119	6.120
18	 7	6.524	6.423	5.850	5.763
19	 0	6.615	5.680	5.566	4.797
19	 1	5.296	4.939	4.576	4.273
19	 2	4.658	4.533	4.062	3.952
19	 3	4.418	4.414	3.952	3.957
19	 4	5.262	5.214	4.732	4.667
19	 5	4.685	4.623	4.176	4.106
19	 6	5.330	5.189	4.827	4.694
