GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.435	149.750	0.9996	0.680	1.437	149.626	0.9995	0.716	1.592	145.833	0.9999	1.935	1.591	145.856	0.9999	2.037
 0	 1	1.269	148.035	0.9999	0.266	1.269	148.013	0.9999	0.236	1.329	148.041	0.9988	1.929	1.328	148.026	0.9988	1.962
 0	 2	1.168	148.515	0.9996	0.491	1.165	148.749	0.9996	0.513	1.206	148.036	0.9971	1.517	1.205	148.033	0.9971	1.563
 0	 3	1.108	148.005	0.9998	0.345	1.106	148.122	0.9998	0.340	1.127	147.784	0.9996	1.585	1.126	147.803	0.9996	1.541
 0	 4	1.098	145.395	0.9999	0.185	1.098	145.373	0.9999	0.202	1.075	147.567	0.9980	1.699	1.072	147.625	0.9982	1.663
 0	 5	1.032	146.350	0.9999	0.278	1.034	146.137	0.9999	0.237	1.004	147.711	0.9981	1.394	1.002	147.763	0.9982	1.381
 0	 6	1.023	143.960	0.9998	0.297	1.023	143.960	0.9998	0.297	0.963	147.309	0.9994	1.543	0.962	147.317	0.9994	1.569
 0	 7	0.972	144.950	1.0000	0.022	0.976	144.709	1.0000	0.095	0.919	147.217	0.9984	1.259	0.919	147.207	0.9984	1.275
 1	 0	1.346	176.420	0.9994	0.734	1.343	176.710	0.9996	0.570	1.655	164.253	1.0000	1.495	1.653	164.328	1.0000	1.418
 1	 1	1.233	171.230	0.9984	1.099	1.230	171.530	0.9984	1.109	1.403	165.169	0.9987	1.471	1.400	165.323	0.9987	1.559
 1	 2	1.198	167.620	0.9993	0.714	1.198	167.595	0.9992	0.756	1.317	163.898	0.9964	1.497	1.317	163.877	0.9965	1.440
 1	 3	1.180	164.510	0.9990	0.820	1.182	164.404	0.9991	0.791	1.265	162.780	0.9995	1.361	1.266	162.691	0.9995	1.342
 1	 4	1.145	163.940	0.9997	0.428	1.145	163.934	0.9997	0.460	1.209	162.590	0.9976	1.205	1.207	162.649	0.9976	1.213
 1	 5	1.118	162.445	0.9999	0.291	1.117	162.541	0.9999	0.266	1.158	162.304	0.9974	1.354	1.157	162.316	0.9975	1.327
 1	 6	1.105	160.250	0.9994	0.610	1.106	160.181	0.9994	0.615	1.117	161.569	0.9992	1.415	1.114	161.651	0.9992	1.418
 1	 7	1.072	160.125	0.9997	0.435	1.071	160.198	0.9996	0.452	1.078	161.241	0.9979	1.366	1.077	161.248	0.9979	1.325
 2	 0	1.417	176.325	1.0000	0.224	1.419	176.230	1.0000	0.196	1.720	164.888	1.0000	1.407	1.723	164.747	1.0000	1.300
 2	 1	1.274	172.055	0.9996	0.587	1.276	171.886	0.9997	0.467	1.462	165.269	0.9987	1.278	1.460	165.308	0.9987	1.150
 2	 2	1.216	169.260	0.9994	0.642	1.215	169.399	0.9996	0.566	1.353	164.151	0.9966	1.546	1.353	164.170	0.9966	1.606
 2	 3	1.199	165.455	0.9996	0.559	1.199	165.455	0.9996	0.559	1.283	163.282	0.9996	1.012	1.283	163.256	0.9996	0.993
 2	 4	1.198	162.130	0.9988	0.936	1.195	162.298	0.9990	0.844	1.244	162.457	0.9975	1.801	1.244	162.435	0.9975	1.777
 2	 5	1.141	162.445	1.0000	0.082	1.142	162.315	1.0000	0.090	1.179	162.148	0.9974	0.999	1.179	162.136	0.9975	1.032
 2	 6	1.116	160.940	0.9999	0.185	1.116	160.903	1.0000	0.158	1.127	161.901	0.9993	1.176	1.124	161.976	0.9993	1.129
 2	 7	1.090	159.655	0.9997	0.443	1.089	159.677	0.9996	0.459	1.078	161.426	0.9980	1.456	1.077	161.436	0.9981	1.455
 3	 0	1.368	168.730	0.9997	0.559	1.369	168.645	0.9997	0.501	1.703	156.288	1.0000	1.439	1.699	156.442	1.0000	1.479
 3	 1	1.254	162.930	0.9994	0.686	1.264	162.066	0.9993	0.766	1.432	157.385	0.9987	1.370	1.429	157.411	0.9987	1.382
 3	 2	1.198	160.780	0.9991	0.825	1.198	160.826	0.9988	0.918	1.347	155.943	0.9962	1.337	1.347	156.008	0.9963	1.371
 3	 3	1.177	158.120	1.0000	0.169	1.176	158.193	0.9999	0.218	1.288	155.312	0.9995	1.171	1.286	155.353	0.9995	1.187
 3	 4	1.164	155.895	0.9999	0.303	1.164	155.895	0.9999	0.303	1.244	154.614	0.9974	1.328	1.244	154.620	0.9976	1.319
 3	 5	1.121	155.885	0.9995	0.570	1.121	155.885	0.9995	0.570	1.192	154.406	0.9973	1.123	1.190	154.476	0.9974	1.101
 3	 6	1.079	155.915	0.9999	0.226	1.077	156.036	0.9999	0.214	1.149	153.961	0.9992	1.045	1.149	153.958	0.9992	0.989
 3	 7	1.069	153.865	0.9999	0.183	1.069	153.862	0.9999	0.182	1.108	153.624	0.9979	1.115	1.109	153.596	0.9979	1.190
 4	 0	1.383	165.795	1.0000	0.142	1.393	165.154	1.0000	0.136	1.725	153.061	1.0000	1.451	1.729	152.937	1.0000	1.581
 4	 1	1.267	159.555	0.9991	0.850	1.267	159.476	0.9993	0.764	1.444	154.402	0.9986	1.335	1.442	154.450	0.9987	1.322
 4	 2	1.211	157.105	0.9999	0.280	1.212	157.046	0.9999	0.329	1.349	153.061	0.9964	1.163	1.349	153.018	0.9965	1.058
 4	 3	1.184	155.035	1.0000	0.145	1.185	154.905	0.9999	0.249	1.294	152.266	0.9996	1.087	1.293	152.245	0.9996	1.166
 4	 4	1.160	153.695	0.9997	0.464	1.161	153.647	0.9997	0.437	1.252	151.621	0.9974	1.026	1.250	151.678	0.9977	0.992
 4	 5	1.110	154.005	0.9998	0.367	1.109	154.094	0.9998	0.311	1.195	151.495	0.9972	0.951	1.192	151.566	0.9973	0.952
