ch	pt	m	q
15	 7	0.1711	110.2198
16	 0	0.1425	114.5865
16	 1	0.1645	111.5284
16	 2	0.1637	111.5592
16	 3	0.1725	110.3521
16	 4	0.1845	108.6696
16	 5	0.1963	106.9080
16	 6	0.1978	106.7023
16	 7	0.2027	106.0368
17	 0	0.1908	116.9655
17	 1	0.1990	116.2409
17	 2	0.1858	117.4173
17	 3	0.1875	117.3390
17	 4	0.1932	116.8144
17	 5	0.2123	114.9600
17	 6	0.2144	114.7592
17	 7	0.2240	113.8696
18	 0	0.1722	105.7161
18	 1	0.1596	107.8511
18	 2	0.1423	110.7238
18	 3	0.1607	107.6258
18	 4	0.1791	104.5617
18	 5	0.1753	105.0803
18	 6	0.1847	103.5416
18	 7	0.2040	100.2764
19	 0	0.1858	119.4274
19	 1	0.2077	117.6936
19	 2	0.2113	117.3627
19	 3	0.2248	116.2001
19	 4	0.1987	118.3857
19	 5	0.2370	115.1577
19	 6	0.2169	116.8071
19	 7	0.2255	116.0805
20	 0	0.2161	104.6312
20	 1	0.1864	108.7737
20	 2	0.1731	110.5526
20	 3	0.1615	112.2097
20	 4	0.1859	108.7916
20	 5	0.1973	107.1243
20	 6	0.1722	110.6175
20	 7	0.2126	105.0061
21	 0	0.2022	110.3465
21	 1	0.1993	110.7032
21	 2	0.1607	115.2878
21	 3	0.1685	114.3876
21	 4	0.1733	113.8525
21	 5	0.1821	112.6214
21	 6	0.1933	111.2789
21	 7	0.1923	111.4235
22	 0	0.2161	104.0075
22	 1	0.1947	107.1122
22	 2	0.1680	110.8028
22	 3	0.1650	111.2299
22	 4	0.1792	109.2437
22	 5	0.1870	108.0189
22	 6	0.1886	107.8277
22	 7	0.1865	108.1641
23	 0	0.2331	107.0458
23	 1	0.2225	108.3407
23	 2	0.1841	112.8386
23	 3	0.1929	111.8262
23	 4	0.1942	111.6746
23	 5	0.1823	112.9555
23	 6	0.2070	110.0621
23	 7	0.2097	109.7047
24	 0	0.2220	107.3097
24	 1	0.2062	109.2744
24	 2	0.1730	113.3203
24	 3	0.1635	114.5144
24	 4	0.1737	113.2606
24	 5	0.1830	111.9986
24	 6	0.1647	114.2736
24	 7	0.1844	111.8638
25	 0	0.1966	100.9994
25	 1	0.1882	102.4961
25	 2	0.1471	109.4838
25	 3	0.1592	107.4062
25	 4	0.1435	110.0798
25	 5	0.1775	104.1866
25	 6	0.1607	107.0642
25	 7	0.1539	108.2027
26	 0	0.1899	110.3678
26	 1	0.1804	111.6556
26	 2	0.1495	115.5275
26	 3	0.1420	116.5145
26	 4	0.1517	115.2560
26	 5	0.1730	112.3853
26	 6	0.1803	111.4478
26	 7	0.1689	112.9395
27	 0	0.1904	100.3453
27	 1	0.1579	106.2585
27	 2	0.1477	108.0231
27	 3	0.1683	104.3447
27	 4	0.1576	106.2973
27	 5	0.1662	104.6322
27	 6	0.1748	103.0771
27	 7	0.1637	105.0673
28	 0	0.1680	116.6890
28	 1	0.1489	118.7628
28	 2	0.1468	118.9553
28	 3	0.1685	116.6282
28	 4	0.1436	119.3241
28	 5	0.1722	116.1638
28	 6	0.1615	117.3162
28	 7	0.1882	114.4666
29	 0	0.1625	115.3414
29	 1	0.1300	119.2859
29	 2	0.1341	118.7280
29	 3	0.1636	115.2442
29	 4	0.1483	117.0944
29	 5	0.1781	113.4568
29	 6	0.1745	113.8612
29	 7	0.1892	112.1544
30	 0	0.1372	115.9542
30	 1	0.1464	114.7538
30	 2	0.1255	117.5446
30	 3	0.1454	114.8701
30	 4	0.1519	113.9776
30	 5	0.1783	110.2576
30	 6	0.1459	114.6800
30	 7	0.1996	107.3783
31	 0	0.1165	121.7202
31	 1	0.1665	116.2756
31	 2	0.1363	119.5455
31	 3	0.1446	118.6398
31	 4	0.1474	118.3452
31	 5	0.1821	114.4129
31	 6	0.1684	115.9586
31	 7	0.1882	113.7227
