Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2708	0.2917	0.2910	0.0037	0.2917	  1	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4792	0.4583	0.4583	0.4792	0.4583	0.4583	0.4792	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4603	0.0062	0.4583	  3	0.4583	0.0000
0.6458	0.6458	0.6250	0.6250	0.6250	0.6250	0.6458	0.6250	0.6458	0.6458	0.6458	0.6250	0.6458	0.6250	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6250	0.6250	0.6250	0.6250	0.6250	0.6458	0.6250	0.6458	0.6250	0.6250	0.6458	0.6361	0.0106	0.6458	 15	0.6458	0.0000
0.8125	0.8125	0.8125	0.7917	0.8333	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.7917	0.8125	0.7917	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.7708	0.8333	0.8105	0.0110	0.8125	  6	0.8125	0.0000
0.9792	0.9792	1.0000	0.9792	1.0000	0.9583	1.0000	0.9792	1.0000	1.0208	1.0000	1.0000	0.9583	1.0000	1.0417	1.0000	0.9792	0.9792	1.0000	1.0000	0.9792	1.0000	1.0000	0.9792	0.9792	0.9792	1.0000	0.9792	1.0000	1.0000	0.9375	0.9792	0.9896	0.0191	1.0000	  0	0.9896	0.0191
1.2500	1.2292	1.2708	1.2500	1.2708	1.2500	1.2500	1.2083	1.2500	1.2500	1.2500	1.2500	1.2917	1.2500	1.2500	1.2500	1.2708	1.2500	1.2500	1.2500	1.2292	1.2500	1.2708	1.2292	1.2917	1.2708	1.2708	1.2500	1.2500	1.2500	1.2083	1.2500	1.2520	0.0186	1.2500	 13	1.2500	0.0000
1.5208	1.5208	1.5208	1.5000	1.5208	1.5208	1.5625	1.5208	1.5417	1.5208	1.4792	1.5417	1.5208	1.5208	1.5417	1.5208	1.5208	1.5208	1.5417	1.5208	1.5208	1.5417	1.5208	1.5208	1.5000	1.5000	1.5000	1.4792	1.5208	1.5000	1.4792	1.5208	1.5182	0.0189	1.5208	 14	1.5208	0.0000
1.7708	1.8125	1.8125	1.8125	1.7500	1.7500	1.7500	1.7708	1.7917	1.7917	1.7917	1.7917	1.7917	1.7917	1.7917	1.7917	1.7917	1.7500	1.7917	1.7500	1.8125	1.8125	1.7500	1.7917	1.8125	1.7500	1.8125	1.7083	1.7917	1.7500	1.7083	1.7500	1.7780	0.0298	1.7917	  0	1.7780	0.0298
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2708	0.2917	0.2910	0.0037	0.2917	  1	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4792	0.4583	0.4583	0.4792	0.4583	0.4583	0.4792	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4603	0.0062	0.4583	  3	0.4583	0.0000
0.6458	0.6458	0.6250	0.6250	0.6250	0.6250	0.6458	0.6250	0.6458	0.6458	0.6458	0.6250	0.6458	0.6250	0.6458	0.6250	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6250	0.6458	0.6250	0.6250	0.6250	0.6250	0.6458	0.6250	0.6250	0.6458	0.6361	0.0106	0.6458	 15	0.6458	0.0000
0.8125	0.8125	0.8125	0.7917	0.8333	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.7917	0.8333	0.7917	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.8125	0.7708	0.8125	0.8105	0.0110	0.8125	  6	0.8125	0.0000
0.9792	0.9792	1.0000	0.9792	1.0000	0.9583	1.0000	0.9792	1.0000	1.0208	1.0000	1.0000	0.9583	1.0000	0.9792	1.0000	0.9792	0.9792	0.9792	1.0000	0.9792	1.0000	1.0000	0.9792	1.0000	0.9792	1.0000	0.9792	1.0000	1.0000	0.9375	0.9792	0.9876	0.0166	0.9896	  1	0.9892	0.0141
1.2500	1.2292	1.2708	1.2500	1.2708	1.2500	1.2500	1.2083	1.2500	1.2500	1.2500	1.2500	1.2917	1.2500	1.2500	1.2500	1.2708	1.2500	1.2500	1.2500	1.2292	1.2500	1.2708	1.2292	1.2917	1.2708	1.2708	1.2500	1.2500	1.2500	1.2083	1.2500	1.2520	0.0186	1.2500	 13	1.2500	0.0000
1.5208	1.5208	1.5208	1.5000	1.5208	1.5208	1.5625	1.5208	1.5417	1.5208	1.4792	1.5417	1.5208	1.5208	1.5417	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5417	1.5208	1.5208	1.5000	1.5000	1.5000	1.4792	1.5208	1.5000	1.4792	1.5208	1.5176	0.0184	1.5208	 13	1.5208	0.0000
1.7708	1.8125	1.8125	1.8125	1.7500	1.7500	1.7500	1.7708	1.7708	1.7917	1.7917	1.7917	1.7917	1.7917	1.7917	1.7917	1.7917	1.7500	1.7917	1.7917	1.8125	1.8125	1.7500	1.7917	1.8125	1.7500	1.8125	1.7083	1.7917	1.7500	1.7083	1.7708	1.7793	0.0289	1.7917	  0	1.7793	0.0289
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Median values [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2708	0.2917	0.2708	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2708	0.2917	0.2897	0.0062	0.2917	  3	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4375	0.4583	0.4375	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4375	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4375	0.4583	0.4583	0.4583	0.4583	0.4375	0.4583	0.4551	0.0077	0.4583	  5	0.4583	0.0000
0.6250	0.6250	0.6250	0.6250	0.6042	0.6042	0.6250	0.6250	0.6042	0.6458	0.6458	0.6250	0.6250	0.6250	0.6250	0.6458	0.6250	0.6250	0.6250	0.6042	0.6042	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6250	0.6458	0.6042	0.6042	0.6250	0.6230	0.0123	0.6250	 11	0.6250	0.0000
0.7917	0.7917	0.8125	0.7917	0.7917	0.7708	0.7708	0.7708	0.7917	0.7917	0.7917	0.7917	0.7917	0.8333	0.7917	0.8125	0.7708	0.8333	0.8125	0.8125	0.7708	0.8125	0.7708	0.8125	0.7917	0.7917	0.7917	0.7917	0.7917	0.8125	0.8125	0.8333	0.7969	0.0183	0.7917	  0	0.7969	0.0183
0.9583	0.9792	1.0000	0.9583	0.9583	0.9583	0.9583	0.9583	0.9583	0.9375	0.9375	0.9583	0.9583	1.0000	0.9583	1.0000	0.9792	0.9375	0.9375	0.9792	0.9375	0.9792	1.0000	0.9792	0.9375	0.9792	0.9583	0.9792	0.9583	0.9583	0.9375	0.9583	0.9635	0.0198	0.9583	  0	0.9635	0.0198
1.2292	1.2292	1.2500	1.2083	1.2500	1.2083	1.2292	1.2292	1.2500	1.2500	1.2500	1.1875	1.2917	1.2083	1.2500	1.2500	1.2083	1.2500	1.2083	1.2708	1.1875	1.2500	1.2292	1.2292	1.2292	1.2708	1.2500	1.2292	1.2500	1.2500	1.2083	1.2292	1.2350	0.0238	1.2292	  0	1.2350	0.0238
1.4583	1.5000	1.5000	1.5000	1.4583	1.4583	1.4792	1.4375	1.4583	1.5208	1.4792	1.4792	1.4792	1.4583	1.5000	1.4792	1.4792	1.4583	1.4583	1.4792	1.4583	1.4792	1.4583	1.5208	1.5000	1.5000	1.4583	1.4792	1.5208	1.5000	1.4167	1.5208	1.4792	0.0254	1.4792	  0	1.4792	0.0254
1.7500	1.7083	1.7292	1.7083	1.7083	1.7500	1.7500	1.7500	1.7708	1.7917	1.7708	1.7917	1.7083	1.7917	1.7292	1.7917	1.7083	1.7083	1.7917	1.7500	1.7083	1.7292	1.7083	1.7917	1.6875	1.7500	1.7500	1.6875	1.7917	1.7500	1.7083	1.7500	1.7428	0.0341	1.7500	  0	1.7428	0.0341
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Channel_out values at peaking time - based on Mean values without Outliers [ADC code]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
685.28	706.29	642.10	669.54	696.62	685.44	687.71	709.42	655.67	653.28	715.73	652.69	625.54	721.66	656.33	697.09	654.16	667.99	688.16	742.36	689.23	661.36	679.53	678.91	727.32	736.63	678.05	715.86	660.55	705.18	690.31	695.88	685.37	28.263	686.58	  0	685.37	28.263
660.76	681.79	621.66	644.99	673.32	663.86	664.25	684.42	636.61	632.90	691.08	630.79	607.61	698.15	637.90	675.03	634.33	648.30	668.09	719.89	667.04	640.89	659.41	657.58	705.80	714.26	656.72	692.73	639.04	682.22	667.26	671.48	663.44	27.074	664.05	  0	663.44	27.074
648.93	670.31	610.49	632.58	661.28	653.37	653.20	672.24	626.31	622.86	678.76	620.20	597.64	685.84	628.81	663.45	624.23	638.54	657.12	708.19	654.64	629.99	649.00	645.96	694.02	703.06	646.25	679.54	627.91	670.68	655.67	659.11	652.19	26.506	653.29	  0	652.19	26.506
642.31	663.09	604.41	624.63	654.30	647.25	646.79	665.10	620.74	617.23	672.05	614.21	592.04	678.60	622.77	657.59	618.55	632.41	650.71	700.83	648.19	623.59	642.54	639.70	687.84	696.00	640.19	671.83	621.36	664.15	649.42	651.43	645.68	26.140	647.02	  0	645.68	26.140
637.00	658.81	600.57	619.19	649.13	643.18	642.05	659.94	616.27	612.03	666.56	609.66	588.08	673.88	618.53	652.57	613.96	628.13	645.35	696.02	643.78	619.13	637.58	634.90	682.54	691.01	635.50	667.88	615.99	659.16	644.67	646.51	640.92	25.988	642.62	  0	640.92	25.988
632.64	653.95	596.72	614.46	644.86	638.25	636.91	654.70	612.61	608.69	662.04	605.46	585.34	668.94	615.21	648.52	610.36	624.28	640.80	690.69	638.51	614.81	632.85	630.30	677.90	686.70	631.05	663.05	611.59	654.78	640.61	641.46	636.53	25.588	637.58	  0	636.53	25.588
629.32	651.08	593.83	611.24	641.49	635.38	634.05	651.40	610.22	605.76	658.94	602.94	583.10	665.86	613.09	645.29	608.01	620.92	637.27	687.55	635.47	612.04	630.47	627.58	675.08	683.77	628.47	659.04	608.57	652.17	636.84	637.97	633.57	25.403	634.71	  0	633.57	25.403
627.16	648.30	592.11	608.04	638.35	632.44	630.93	648.81	607.66	603.76	655.08	600.48	581.16	663.66	610.51	643.08	605.18	618.32	634.70	684.06	631.96	609.91	627.95	624.52	671.99	681.16	626.03	657.02	605.68	649.86	634.68	634.80	630.92	25.220	631.44	  0	630.92	25.220
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Channel_out values (ADC code) at peaking time - based on Mean values with Outliers [ADC code]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
685.37	706.28	642.10	669.60	696.52	685.59	687.87	709.46	655.67	653.35	715.73	652.69	625.51	721.75	656.42	697.09	654.16	668.08	688.16	742.36	689.38	661.56	679.48	678.91	727.32	736.32	678.00	715.86	660.54	705.19	690.36	695.88	685.39	28.239	686.73	  0	685.39	28.239
660.76	681.79	621.66	645.05	673.26	663.96	664.20	684.32	636.65	632.78	690.98	630.79	607.61	698.10	637.89	674.92	634.22	648.39	668.09	719.91	666.99	640.65	659.47	657.58	705.54	714.45	656.72	692.68	639.04	682.22	667.31	671.48	663.42	27.073	664.08	  0	663.42	27.073
648.93	670.36	610.52	632.58	661.28	653.32	653.25	672.24	626.19	622.86	678.83	620.20	597.68	685.84	628.74	663.53	624.23	638.64	657.07	708.14	654.69	630.02	649.00	645.89	694.02	703.06	646.28	679.54	627.91	670.68	655.72	659.11	652.20	26.506	653.29	  0	652.20	26.506
642.31	663.09	604.41	624.63	654.30	647.25	646.79	665.10	620.59	617.07	672.05	614.21	592.04	678.55	622.77	657.59	618.59	632.40	650.71	700.88	648.14	623.59	642.58	639.65	687.84	696.00	640.29	671.83	621.45	664.15	649.42	651.48	645.68	26.148	647.02	  0	645.68	26.148
637.15	658.81	600.57	619.19	649.13	643.13	642.00	659.94	616.27	612.19	666.68	609.62	588.08	673.88	618.46	652.57	613.96	628.18	645.43	696.02	643.78	619.18	637.58	634.97	682.58	691.01	635.50	667.88	615.99	659.16	644.62	646.51	640.94	25.989	642.57	  0	640.94	25.989
632.64	653.95	596.72	614.46	644.86	638.25	636.91	654.70	612.61	608.60	661.99	605.64	585.25	669.04	615.21	648.37	610.36	624.28	640.80	690.69	638.51	614.81	632.85	630.24	677.90	686.65	631.05	663.05	611.59	654.78	640.61	641.42	636.52	25.588	637.58	  0	636.52	25.588
629.32	651.13	593.83	611.29	641.49	635.38	634.05	651.40	610.12	605.71	658.89	602.94	583.10	665.81	613.24	645.29	608.01	620.92	637.30	687.59	635.62	612.04	630.47	627.53	675.03	683.77	628.47	658.99	608.57	652.17	636.84	637.97	633.57	25.400	634.71	  0	633.57	25.400
627.16	648.30	592.11	608.04	638.35	632.44	630.93	648.81	607.56	603.71	655.08	600.48	581.21	663.66	610.34	643.08	605.18	618.32	634.64	684.08	631.96	609.91	627.95	624.52	671.99	681.16	626.03	657.02	605.68	649.86	634.68	634.84	630.91	25.227	631.44	  0	630.91	25.227
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Channel_out values (ADC code) at peaking time - based on Median values [ADC code]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
685.00	706.00	642.00	669.00	697.00	685.00	688.00	709.00	656.00	653.00	716.00	653.00	626.00	722.00	656.00	697.00	654.00	668.00	688.00	742.00	689.00	661.00	680.00	679.00	727.00	737.00	678.00	716.00	661.00	705.00	690.00	695.50	685.33	28.231	686.50	  0	685.33	28.231
661.00	682.00	622.00	645.00	673.00	664.00	664.00	685.00	637.00	633.00	691.00	631.00	608.00	698.00	638.00	675.00	634.00	648.00	668.00	720.00	667.00	641.00	660.00	658.00	706.00	714.00	657.00	693.00	639.00	682.00	667.00	672.00	663.53	27.027	664.00	  0	663.53	27.027
649.00	670.00	610.50	633.00	661.00	653.00	653.00	672.00	626.00	623.00	679.00	621.00	598.00	686.00	629.00	663.50	624.00	638.00	657.00	708.00	654.00	630.00	649.00	646.00	694.00	703.00	646.00	680.00	628.00	670.00	656.00	659.00	652.16	26.435	653.00	  0	652.16	26.435
642.00	663.00	605.00	625.00	654.00	647.00	646.00	665.00	621.00	617.00	672.00	614.00	592.00	679.00	623.00	658.00	618.00	633.00	651.00	701.00	648.00	623.50	642.00	640.00	688.00	696.00	640.00	672.00	621.00	664.00	650.00	652.00	645.70	26.173	646.50	  0	645.70	26.173
637.00	659.00	601.00	619.00	649.00	643.00	642.00	660.00	616.00	612.00	666.00	610.00	588.00	674.00	618.00	653.00	614.00	628.00	645.00	696.00	644.00	619.00	638.00	635.00	682.00	691.00	635.00	668.00	616.00	659.00	645.00	646.00	640.88	25.959	642.50	  0	640.88	25.959
633.00	654.00	597.00	614.00	645.00	638.00	637.00	655.00	613.00	609.00	662.00	605.00	586.00	669.00	615.00	649.00	610.00	624.50	641.00	691.00	638.00	615.00	633.00	630.00	678.00	687.00	631.00	663.00	612.00	655.00	641.00	642.00	636.64	25.609	637.50	  0	636.64	25.609
