INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.689	2.562	2.341	2.233
 0	 1	2.476	2.355	2.272	2.162
 0	 2	2.335	2.119	2.167	1.968
 0	 3	2.245	2.155	2.067	1.982
 0	 4	2.275	2.201	2.126	2.054
 0	 5	2.398	2.263	2.285	2.156
 0	 6	2.615	2.604	2.470	2.461
 0	 7	2.611	2.466	2.519	2.378
 1	 0	3.070	3.048	2.527	2.516
 1	 1	2.919	2.916	2.471	2.463
 1	 2	2.933	2.933	2.494	2.497
 1	 3	2.810	2.801	2.389	2.391
 1	 4	2.799	2.788	2.389	2.390
 1	 5	2.811	2.811	2.431	2.430
 1	 6	2.957	2.957	2.601	2.599
 1	 7	3.062	3.044	2.664	2.648
 2	 0	2.939	2.876	2.450	2.393
 2	 1	2.803	2.791	2.424	2.416
 2	 2	2.749	2.683	2.376	2.320
 2	 3	2.866	2.862	2.505	2.506
 2	 4	2.891	2.879	2.485	2.470
 2	 5	2.945	2.922	2.614	2.592
 2	 6	2.945	2.929	2.641	2.626
 2	 7	3.090	3.090	2.793	2.792
 3	 0	2.951	2.955	2.469	2.480
 3	 1	2.855	2.813	2.538	2.506
 3	 2	2.965	2.975	2.590	2.588
 3	 3	2.888	2.888	2.575	2.578
 3	 4	2.914	2.873	2.626	2.593
 3	 5	3.049	2.991	2.743	2.693
 3	 6	3.072	3.068	2.811	2.813
 3	 7	3.153	3.148	2.851	2.854
 4	 0	2.845	2.779	2.339	2.285
 4	 1	2.735	2.711	2.404	2.381
 4	 2	2.697	2.672	2.371	2.350
 4	 3	2.806	2.791	2.537	2.513
 4	 4	2.678	2.665	2.441	2.441
 4	 5	2.814	2.817	2.561	2.562
 4	 6	2.748	2.735	2.584	2.567
 4	 7	3.054	3.033	2.770	2.745
 5	 0	3.294	3.198	2.636	2.556
 5	 1	3.177	3.117	2.686	2.642
 5	 2	3.083	3.025	2.565	2.525
 5	 3	2.897	2.801	2.455	2.375
 5	 4	2.904	2.829	2.470	2.404
 5	 5	2.931	2.802	2.523	2.414
 5	 6	2.973	2.783	2.575	2.412
 5	 7	3.064	2.945	2.621	2.520
 6	 0	2.832	2.739	2.295	2.223
 6	 1	2.668	2.590	2.294	2.226
 6	 2	2.630	2.555	2.280	2.223
 6	 3	2.618	2.622	2.340	2.336
 6	 4	2.641	2.617	2.397	2.376
 6	 5	2.727	2.631	2.462	2.378
 6	 6	2.558	2.515	2.381	2.341
 6	 7	2.857	2.791	2.608	2.548
 7	 0	3.144	2.877	2.564	2.342
 7	 1	2.838	2.662	2.490	2.347
 7	 2	2.586	2.433	2.272	2.133
 7	 3	2.654	2.575	2.325	2.258
 7	 4	2.660	2.581	2.400	2.338
 7	 5	2.763	2.590	2.460	2.311
 7	 6	2.692	2.612	2.451	2.379
 7	 7	2.875	2.770	2.616	2.517
 8	 0	3.603	3.328	2.990	2.767
 8	 1	3.437	3.223	2.946	2.762
 8	 2	3.095	2.996	2.652	2.566
 8	 3	3.110	3.072	2.675	2.640
 8	 4	3.190	3.040	2.760	2.621
 8	 5	3.350	3.228	2.960	2.848
 8	 6	3.844	3.778	3.382	3.336
 8	 7	4.025	3.928	3.496	3.410
 9	 0	3.065	3.038	2.574	2.550
 9	 1	3.021	2.999	2.629	2.600
 9	 2	2.943	2.916	2.559	2.530
 9	 3	3.019	2.973	2.675	2.634
 9	 4	3.102	3.000	2.744	2.659
 9	 5	3.233	3.164	2.850	2.782
 9	 6	3.376	3.314	2.982	2.942
 9	 7	3.466	3.388	3.077	3.021
10	 0	3.028	2.979	2.520	2.488
10	 1	2.853	2.831	2.508	2.489
10	 2	2.829	2.831	2.521	2.524
10	 3	2.879	2.855	2.533	2.512
10	 4	3.001	2.932	2.660	2.590
10	 5	3.088	3.004	2.780	2.709
10	 6	3.283	3.269	2.981	2.954
10	 7	3.461	3.409	3.117	3.076
11	 0	2.857	2.789	2.304	2.234
11	 1	2.808	2.745	2.371	2.328
11	 2	2.579	2.507	2.220	2.156
11	 3	2.646	2.599	2.288	2.243
11	 4	2.736	2.634	2.402	2.328
11	 5	2.931	2.807	2.602	2.496
11	 6	2.945	2.846	2.657	2.576
11	 7	3.337	3.269	2.979	2.909
12	 0	3.202	3.198	2.578	2.569
12	 1	3.010	2.984	2.584	2.562
12	 2	3.150	3.150	2.660	2.665
12	 3	3.125	3.089	2.710	2.679
12	 4	3.242	3.195	2.819	2.778
12	 5	3.362	3.350	2.953	2.937
12	 6	3.469	3.462	3.028	3.030
12	 7	3.745	3.733	3.300	3.299
13	 0	3.076	3.013	2.513	2.450
13	 1	2.857	2.847	2.522	2.505
13	 2	2.953	2.959	2.619	2.619
13	 3	3.176	3.103	2.867	2.808
13	 4	3.093	3.044	2.859	2.816
13	 5	3.447	3.452	3.140	3.121
13	 6	3.558	3.542	3.261	3.259
13	 7	3.998	3.957	3.644	3.609
14	 0	2.765	2.569	2.307	2.134
14	 1	2.831	2.623	2.481	2.303
14	 2	2.898	2.743	2.569	2.441
14	 3	2.877	2.743	2.527	2.413
14	 4	3.151	3.020	2.795	2.678
14	 5	3.461	3.390	3.162	3.106
14	 6	3.652	3.469	3.317	3.173
14	 7	4.248	4.097	3.792	3.645
15	 0	3.148	3.095	2.540	2.500
15	 1	3.149	3.139	2.675	2.661
15	 2	3.124	3.105	2.686	2.671
15	 3	3.139	3.087	2.696	2.651
15	 4	3.288	3.262	2.779	2.749
15	 5	3.656	3.627	3.264	3.223
15	 6	3.595	3.548	3.178	3.140
15	 7	4.194	4.131	3.659	3.594
16	 0	3.193	3.092	2.655	2.569
16	 1	3.023	2.871	2.659	2.526
16	 2	2.915	2.879	2.504	2.477
16	 3	2.811	2.806	2.465	2.458
16	 4	2.889	2.836	2.578	2.530
16	 5	3.057	2.999	2.712	2.666
16	 6	2.896	2.875	2.604	2.577
16	 7	3.086	3.045	2.805	2.781
17	 0	3.032	2.972	2.488	2.437
17	 1	2.937	2.891	2.522	2.463
17	 2	2.796	2.770	2.465	2.443
17	 3	3.039	2.986	2.638	2.606
17	 4	2.866	2.802	2.590	2.532
17	 5	3.127	3.084	2.799	2.753
17	 6	3.094	3.031	2.870	2.808
17	 7	3.101	3.049	2.903	2.854
18	 0	2.977	2.988	2.480	2.482
18	 1	2.657	2.633	2.341	2.323
18	 2	2.952	2.840	2.548	2.452
18	 3	2.862	2.838	2.535	2.524
18	 4	2.801	2.768	2.509	2.484
18	 5	2.977	2.870	2.661	2.564
18	 6	3.079	2.932	2.797	2.666
18	 7	3.119	3.122	2.837	2.838
19	 0	2.412	2.382	2.032	2.006
19	 1	2.426	2.411	2.128	2.112
19	 2	2.429	2.395	2.131	2.116
19	 3	2.517	2.512	2.205	2.205
19	 4	2.424	2.410	2.162	2.150
19	 5	2.566	2.536	2.324	2.297
19	 6	2.500	2.463	2.310	2.279
19	 7	2.607	2.597	2.396	2.385
20	 0	3.597	3.576	2.950	2.937
20	 1	3.635	3.533	3.038	2.949
20	 2	3.412	3.222	2.866	2.706
20	 3	3.386	3.218	2.796	2.661
20	 4	3.596	3.458	2.997	2.880
20	 5	3.473	3.363	3.029	2.939
20	 6	3.601	3.550	3.139	3.117
20	 7	3.322	3.146	2.911	2.755
21	 0	3.271	3.223	2.694	2.660
21	 1	2.989	2.939	2.593	2.555
21	 2	2.860	2.842	2.465	2.455
21	 3	2.833	2.747	2.472	2.391
21	 4	2.947	2.942	2.575	2.580
21	 5	2.952	2.939	2.618	2.603
21	 6	2.909	2.889	2.613	2.596
21	 7	3.108	3.122	2.813	2.817
22	 0	3.106	2.995	2.587	2.507
22	 1	2.941	2.933	2.569	2.565
22	 2	2.845	2.778	2.448	2.385
22	 3	2.858	2.735	2.524	2.421
22	 4	2.839	2.708	2.516	2.416
22	 5	2.915	2.897	2.640	2.630
22	 6	2.985	2.957	2.698	2.681
22	 7	3.164	3.126	2.858	2.821
23	 0	3.265	3.191	2.766	2.691
23	 1	3.224	3.136	2.787	2.715
23	 2	3.122	3.049	2.701	2.645
23	 3	3.247	3.188	2.836	2.777
23	 4	3.310	3.152	2.919	2.786
23	 5	3.492	3.423	3.080	3.027
23	 6	3.350	3.183	2.998	2.831
23	 7	3.577	3.496	3.206	3.132
24	 0	3.285	3.131	2.669	2.543
24	 1	3.042	2.963	2.635	2.566
24	 2	3.041	3.012	2.575	2.546
24	 3	2.892	2.820	2.499	2.426
24	 4	2.934	2.869	2.515	2.469
24	 5	2.993	2.909	2.597	2.514
24	 6	3.071	3.026	2.665	2.616
24	 7	3.081	3.024	2.749	2.698
25	 0	3.128	3.038	2.573	2.497
25	 1	3.012	2.940	2.607	2.560
25	 2	2.805	2.792	2.425	2.415
25	 3	2.794	2.782	2.451	2.443
25	 4	2.922	2.869	2.565	2.531
25	 5	2.929	2.865	2.563	2.506
25	 6	2.902	2.907	2.604	2.608
25	 7	3.046	3.026	2.721	2.699
26	 0	3.390	3.356	2.709	2.703
26	 1	3.183	3.002	2.652	2.498
26	 2	2.893	2.680	2.440	2.261
26	 3	2.930	2.792	2.484	2.366
26	 4	2.824	2.806	2.428	2.411
26	 5	2.881	2.777	2.496	2.405
26	 6	3.031	3.004	2.642	2.618
26	 7	2.966	2.893	2.662	2.597
27	 0	3.325	3.282	2.668	2.641
27	 1	3.102	3.044	2.640	2.601
27	 2	2.993	2.966	2.584	2.560
27	 3	2.859	2.825	2.499	2.474
27	 4	2.899	2.854	2.550	2.500
27	 5	2.798	2.732	2.544	2.492
27	 6	2.917	2.834	2.665	2.598
27	 7	3.079	2.915	2.834	2.691
28	 0	3.197	3.046	2.593	2.461
28	 1	3.040	3.011	2.564	2.541
28	 2	2.953	2.914	2.472	2.441
28	 3	2.816	2.805	2.375	2.367
28	 4	2.851	2.793	2.431	2.381
28	 5	2.909	2.913	2.548	2.548
28	 6	2.816	2.766	2.512	2.467
28	 7	2.916	2.854	2.583	2.533
29	 0	2.881	2.773	2.442	2.357
29	 1	2.774	2.671	2.358	2.271
29	 2	2.550	2.478	2.188	2.127
29	 3	2.618	2.490	2.270	2.157
29	 4	2.636	2.464	2.300	2.154
29	 5	2.710	2.667	2.408	2.366
29	 6	2.629	2.510	2.325	2.219
29	 7	2.878	2.646	2.567	2.366
30	 0	2.986	2.969	2.481	2.478
30	 1	2.938	2.938	2.532	2.530
30	 2	2.702	2.702	2.351	2.351
30	 3	2.777	2.735	2.424	2.385
30	 4	2.836	2.836	2.470	2.470
30	 5	2.873	2.873	2.512	2.512
30	 6	2.951	2.936	2.651	2.632
30	 7	2.983	2.986	2.695	2.699
31	 0	2.881	2.805	2.428	2.355
31	 1	2.745	2.750	2.393	2.386
31	 2	2.686	2.645	2.374	2.341
31	 3	2.679	2.642	2.339	2.304
31	 4	2.603	2.544	2.295	2.245
31	 5	2.927	2.858	2.566	2.498
31	 6	2.710	2.668	2.459	2.434
31	 7	2.932	2.852	2.656	2.585
