INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.654	2.642	2.325	2.321
 0	 1	2.675	2.662	2.411	2.416
 0	 2	2.724	2.722	2.481	2.479
 0	 3	2.687	2.687	2.480	2.481
 0	 4	2.742	2.742	2.555	2.548
 0	 5	2.675	2.675	2.499	2.494
 0	 6	2.860	2.860	2.684	2.681
 0	 7	2.911	2.890	2.685	2.664
 1	 0	3.026	2.952	2.505	2.445
 1	 1	2.936	2.893	2.549	2.513
 1	 2	2.899	2.871	2.524	2.498
 1	 3	2.940	2.917	2.564	2.544
 1	 4	2.779	2.778	2.500	2.498
 1	 5	3.031	3.031	2.686	2.694
 1	 6	3.104	3.068	2.755	2.726
 1	 7	3.203	3.203	2.843	2.843
 2	 0	3.207	3.144	2.577	2.537
 2	 1	3.070	3.022	2.605	2.568
 2	 2	2.935	2.913	2.465	2.449
 2	 3	2.838	2.838	2.404	2.403
 2	 4	2.959	2.960	2.497	2.486
 2	 5	2.891	2.852	2.439	2.409
 2	 6	2.923	2.923	2.485	2.486
 2	 7	2.931	2.914	2.519	2.504
 3	 0	2.049	2.026	1.720	1.701
 3	 1	1.978	1.976	1.767	1.769
 3	 2	1.972	1.972	1.770	1.768
 3	 3	2.057	2.071	1.830	1.830
 3	 4	2.061	2.065	1.875	1.872
 3	 5	2.244	2.244	2.045	2.049
 3	 6	2.131	2.128	1.962	1.964
 3	 7	2.285	2.267	2.105	2.093
 4	 0	3.088	2.995	2.445	2.353
 4	 1	3.243	3.157	2.745	2.682
 4	 2	3.134	3.116	2.632	2.611
 4	 3	3.001	2.989	2.551	2.538
 4	 4	3.133	3.090	2.684	2.648
 4	 5	3.065	3.030	2.669	2.640
 4	 6	3.209	3.158	2.745	2.700
 4	 7	3.286	3.254	2.882	2.858
 5	 0	3.579	3.280	2.903	2.656
 5	 1	3.287	3.129	2.833	2.702
 5	 2	3.326	3.183	2.847	2.723
 5	 3	3.020	2.917	2.650	2.557
 5	 4	2.916	2.898	2.523	2.508
 5	 5	3.108	3.036	2.686	2.626
 5	 6	3.108	3.086	2.701	2.687
 5	 7	3.122	3.068	2.760	2.711
 6	 0	3.779	3.749	3.088	3.060
 6	 1	3.664	3.624	3.178	3.132
 6	 2	3.657	3.648	3.137	3.137
 6	 3	3.565	3.437	3.036	2.924
 6	 4	3.636	3.509	3.126	3.018
 6	 5	3.596	3.531	3.151	3.085
 6	 6	3.770	3.688	3.260	3.191
 6	 7	3.783	3.673	3.273	3.152
 7	 0	3.657	3.132	2.956	2.518
 7	 1	3.586	3.210	3.038	2.721
 7	 2	3.621	3.422	3.083	2.911
 7	 3	3.228	3.160	2.777	2.714
 7	 4	3.192	3.141	2.728	2.685
 7	 5	3.293	3.227	2.884	2.843
 7	 6	3.459	3.353	3.005	2.924
 7	 7	3.358	3.345	2.957	2.946
 8	 0	4.363	3.569	3.504	2.872
 8	 1	4.167	3.801	3.529	3.233
 8	 2	4.063	3.802	3.411	3.186
 8	 3	3.769	3.612	3.210	3.071
 8	 4	3.923	3.801	3.341	3.233
 8	 5	3.996	3.805	3.455	3.298
 8	 6	4.292	4.119	3.659	3.517
 8	 7	4.638	4.316	3.958	3.697
 9	 0	3.695	3.347	3.052	2.757
 9	 1	3.515	3.323	2.933	2.774
 9	 2	3.388	3.308	2.882	2.830
 9	 3	3.254	3.209	2.813	2.771
 9	 4	3.446	3.412	2.898	2.865
 9	 5	3.805	3.657	3.275	3.150
 9	 6	3.916	3.768	3.371	3.238
 9	 7	4.106	3.973	3.564	3.458
10	 0	3.473	3.045	2.909	2.559
10	 1	3.269	2.972	2.881	2.614
10	 2	3.461	3.061	2.964	2.625
10	 3	3.454	3.189	3.019	2.790
10	 4	3.594	3.310	3.108	2.860
10	 5	3.920	3.436	3.498	3.078
10	 6	4.135	3.656	3.641	3.197
10	 7	4.538	3.775	3.963	3.284
11	 0	3.303	3.130	2.661	2.533
11	 1	3.093	3.014	2.705	2.657
11	 2	3.016	2.971	2.673	2.634
11	 3	3.232	3.180	2.884	2.824
11	 4	3.199	3.192	2.811	2.811
11	 5	3.417	3.321	3.097	3.013
11	 6	3.493	3.437	3.229	3.185
11	 7	3.806	3.823	3.479	3.488
12	 0	3.569	3.419	2.935	2.818
12	 1	3.105	3.032	2.669	2.607
12	 2	3.138	3.106	2.617	2.587
12	 3	3.203	3.137	2.729	2.681
12	 4	3.445	3.369	2.903	2.843
12	 5	3.473	3.442	2.995	2.973
12	 6	3.937	3.893	3.320	3.281
12	 7	4.176	4.051	3.544	3.436
13	 0	2.977	2.873	2.489	2.414
13	 1	2.848	2.789	2.453	2.405
13	 2	2.884	2.844	2.482	2.441
13	 3	3.142	3.114	2.742	2.717
13	 4	3.367	3.238	2.943	2.835
13	 5	3.604	3.412	3.240	3.074
13	 6	4.001	3.821	3.565	3.425
13	 7	4.352	4.061	3.910	3.647
14	 0	3.529	3.471	2.870	2.823
14	 1	3.397	3.397	2.905	2.904
14	 2	3.390	3.343	2.937	2.906
14	 3	3.680	3.596	3.228	3.160
14	 4	3.850	3.814	3.339	3.313
14	 5	4.262	4.006	3.720	3.488
14	 6	4.610	4.425	3.995	3.850
14	 7	5.137	5.133	4.430	4.433
15	 0	3.436	3.267	2.809	2.666
15	 1	3.424	3.378	2.901	2.851
