ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	219.814	0.331
 0	 0	 1	218.547	0.308
 0	 0	 2	217.696	0.339
 0	 0	 3	216.526	0.360
 0	 0	 4	215.586	0.330
 0	 0	 5	214.520	0.342
 0	 0	 6	213.397	0.323
 0	 0	 7	212.346	0.319
 0	 1	 0	219.698	0.278
 0	 1	 1	218.580	0.264
 0	 1	 2	217.698	0.243
 0	 1	 3	216.525	0.284
 0	 1	 4	215.548	0.270
 0	 1	 5	214.433	0.258
 0	 1	 6	213.460	0.243
 0	 1	 7	212.381	0.262
 0	 2	 0	219.649	0.245
 0	 2	 1	218.639	0.207
 0	 2	 2	217.697	0.227
 0	 2	 3	216.509	0.232
 0	 2	 4	215.620	0.247
 0	 2	 5	214.474	0.233
 0	 2	 6	213.442	0.247
 0	 2	 7	212.449	0.248
 0	 3	 0	219.624	0.227
 0	 3	 1	218.553	0.209
 0	 3	 2	217.597	0.217
 0	 3	 3	216.541	0.240
 0	 3	 4	215.612	0.213
 0	 3	 5	214.468	0.232
 0	 3	 6	213.457	0.211
 0	 3	 7	212.406	0.224
 0	 4	 0	219.623	0.205
 0	 4	 1	218.620	0.217
 0	 4	 2	217.612	0.213
 0	 4	 3	216.574	0.223
 0	 4	 4	215.598	0.238
 0	 4	 5	214.464	0.230
 0	 4	 6	213.473	0.210
 0	 4	 7	212.408	0.223
 0	 5	 0	219.649	0.213
 0	 5	 1	218.633	0.205
 0	 5	 2	217.601	0.209
 0	 5	 3	216.516	0.228
 0	 5	 4	215.635	0.206
 0	 5	 5	214.508	0.218
 0	 5	 6	213.445	0.202
 0	 5	 7	212.439	0.218
 0	 6	 0	219.704	0.195
 0	 6	 1	218.573	0.199
 0	 6	 2	217.608	0.211
 0	 6	 3	216.533	0.212
 0	 6	 4	215.564	0.206
 0	 6	 5	214.484	0.226
 0	 6	 6	213.500	0.189
 0	 6	 7	212.434	0.214
 0	 7	 0	219.606	0.199
 0	 7	 1	218.588	0.204
 0	 7	 2	217.559	0.203
 0	 7	 3	216.522	0.190
 0	 7	 4	215.558	0.211
 0	 7	 5	214.441	0.203
 0	 7	 6	213.469	0.216
 0	 7	 7	212.437	0.213
 1	 0	 0	219.584	0.345
 1	 0	 1	218.460	0.340
 1	 0	 2	217.532	0.336
 1	 0	 3	216.407	0.350
 1	 0	 4	215.558	0.368
 1	 0	 5	214.316	0.361
 1	 0	 6	213.311	0.325
 1	 0	 7	212.215	0.332
 1	 1	 0	219.607	0.307
 1	 1	 1	218.520	0.261
 1	 1	 2	217.496	0.314
 1	 1	 3	216.401	0.303
 1	 1	 4	215.476	0.274
 1	 1	 5	214.265	0.330
 1	 1	 6	213.379	0.289
 1	 1	 7	212.223	0.283
 1	 2	 0	219.658	0.262
 1	 2	 1	218.532	0.256
 1	 2	 2	217.529	0.279
 1	 2	 3	216.331	0.266
 1	 2	 4	215.466	0.257
 1	 2	 5	214.273	0.307
 1	 2	 6	213.350	0.270
 1	 2	 7	212.238	0.251
 1	 3	 0	219.661	0.249
 1	 3	 1	218.523	0.257
 1	 3	 2	217.533	0.265
 1	 3	 3	216.386	0.280
