ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 152.01	 1.501	152.0	  0	 152.01	 1.501	 100
 0	 0	  1	 168.04	 1.589	168.0	  0	 168.04	 1.589	 100
 0	 0	  2	 214.87	 1.868	215.0	  2	 214.97	 1.750	 100
 0	 0	  3	 296.50	 2.307	296.0	  1	 296.42	 2.190	 100
 0	 0	  4	 370.95	 1.898	371.0	  2	 371.06	 1.746	 100
 0	 0	  5	 442.01	 2.259	442.0	  0	 442.01	 2.259	 100
 0	 0	  6	 500.41	 2.198	500.0	  0	 500.41	 2.198	 100
 0	 0	  7	 549.55	 1.833	549.5	 24	 549.49	 0.916	 100
 0	 0	  8	 590.37	 1.686	590.0	  1	 590.32	 1.628	 100
 0	 0	  9	 622.86	 1.995	623.0	  3	 622.80	 1.818	 100
 0	 0	 10	 647.94	 1.984	648.0	  0	 647.94	 1.984	 100
 0	 0	 11	 666.14	 1.741	666.0	  1	 666.19	 1.670	 100
 0	 0	 12	 678.11	 2.010	678.0	  2	 678.12	 1.868	 100
 0	 0	 13	 684.08	 1.895	684.0	  0	 684.08	 1.895	 100
 0	 0	 14	 685.37	 1.715	685.0	  2	 685.28	 1.598	 100
 0	 0	 15	 682.34	 1.754	682.0	  3	 682.40	 1.532	 100
 0	 0	 16	 675.56	 1.794	676.0	  1	 675.61	 1.743	 100
 0	 0	 17	 664.84	 1.779	665.0	  1	 664.89	 1.720	 100
 0	 0	 18	 651.21	 1.919	651.0	  2	 651.22	 1.768	 100
 0	 0	 19	 637.65	 1.783	637.0	  3	 637.52	 1.634	 100
 0	 0	 20	 621.17	 1.764	621.0	  2	 621.06	 1.604	 100
 0	 0	 21	 603.50	 1.850	603.0	  2	 603.41	 1.752	 100
 0	 0	 22	 585.24	 1.577	585.0	  1	 585.19	 1.510	 100
 0	 0	 23	 565.28	 1.564	565.0	  1	 565.22	 1.461	 100
 0	 0	 24	 545.62	 1.668	546.0	  4	 545.81	 1.402	 100
 0	 0	 25	 525.20	 1.583	525.0	  0	 525.20	 1.583	 100
 0	 0	 26	 504.67	 1.700	505.0	  1	 504.72	 1.642	 100
 0	 0	 27	 484.11	 1.483	484.0	  0	 484.11	 1.483	 100
 0	 0	 28	 465.10	 1.467	465.0	  1	 465.05	 1.388	 100
 0	 0	 29	 444.96	 1.699	445.0	  2	 444.96	 1.559	 100
 0	 0	 30	 425.95	 1.493	426.0	  0	 425.95	 1.493	 100
 0	 0	 31	 407.94	 1.601	408.0	  0	 407.94	 1.601	 100
 0	 0	 32	 390.58	 1.571	390.0	  1	 390.54	 1.514	 100
 0	 0	 33	 373.69	 1.331	374.0	  0	 373.69	 1.331	 100
 0	 0	 34	 357.70	 1.382	358.0	  0	 357.70	 1.382	 100
 0	 0	 35	 342.90	 1.636	343.0	  0	 342.90	 1.636	 100
 0	 0	 36	 328.88	 1.289	329.0	  0	 328.88	 1.289	 100
 0	 0	 37	 315.56	 1.321	315.0	  0	 315.56	 1.321	 100
 0	 0	 38	 303.09	 1.334	303.0	  0	 303.09	 1.334	 100
 0	 0	 39	 291.81	 1.502	292.0	  0	 291.81	 1.502	 100
 0	 0	 40	 281.00	 1.287	281.0	  0	 281.00	 1.287	 100
 0	 0	 41	 271.48	 1.425	272.0	  1	 271.53	 1.358	 100
 0	 0	 42	 262.26	 1.244	262.0	  0	 262.26	 1.244	 100
 0	 0	 43	 253.20	 1.524	253.0	  1	 253.15	 1.452	 100
 0	 0	 44	 245.04	 1.435	245.0	  0	 245.04	 1.435	 100
 0	 0	 45	 237.51	 1.219	237.0	  1	 237.46	 1.137	 100
 0	 0	 46	 230.37	 1.253	230.0	  0	 230.37	 1.253	 100
 0	 0	 47	 223.79	 1.358	224.0	  0	 223.79	 1.358	 100
 0	 0	 48	 218.10	 1.275	218.0	  0	 218.10	 1.275	 100
 0	 0	 49	 212.46	 1.123	213.0	  0	 212.46	 1.123	 100
 0	 0	 50	 208.06	 1.317	208.0	  0	 208.06	 1.317	 100
 0	 0	 51	 202.81	 1.228	203.0	  0	 202.81	 1.228	 100
 0	 0	 52	 198.94	 1.317	199.0	  0	 198.94	 1.317	 100
 0	 0	 53	 195.34	 1.191	195.0	  0	 195.34	 1.191	 100
 0	 0	 54	 191.23	 1.536	191.0	  0	 191.23	 1.536	 100
 0	 0	 55	 187.73	 1.332	188.0	  0	 187.73	 1.332	 100
 0	 0	 56	 185.11	 1.091	185.0	  0	 185.11	 1.091	 100
 0	 0	 57	 181.71	 1.149	182.0	  0	 181.71	 1.149	 100
 0	 0	 58	 179.01	 1.150	179.0	  0	 179.01	 1.150	 100
 0	 0	 59	 177.04	 1.063	177.0	  0	 177.04	 1.063	 100
 0	 0	 60	 174.43	 1.148	174.0	  0	 174.43	 1.148	 100
 0	 0	 61	 172.42	 1.165	173.0	  0	 172.42	 1.165	 100
 0	 0	 62	 170.65	 1.192	170.0	  0	 170.65	 1.192	 100
 0	 0	 63	 168.57	 1.208	168.0	  0	 168.57	 1.208	 100
 0	 0	 64	 166.93	 1.183	167.0	  0	 166.93	 1.183	 100
 0	 0	 65	 165.53	 1.029	165.0	  0	 165.53	 1.029	 100
 0	 0	 66	 164.56	 1.008	165.0	  0	 164.56	 1.008	 100
 0	 0	 67	 163.07	 1.157	163.0	  0	 163.07	 1.157	 100
 0	 0	 68	 161.97	 0.979	162.0	  0	 161.97	 0.979	 100
 0	 0	 69	 161.24	 1.055	161.0	  0	 161.24	 1.055	 100
 0	 0	 70	 160.36	 0.905	160.0	 46	 160.00	 0.000	 100
 0	 0	 71	 159.49	 1.307	160.0	  9	 159.75	 1.060	 100
 0	 0	 72	 158.77	 1.377	158.0	  0	 158.77	 1.377	 100
 0	 0	 73	 157.58	 1.156	157.0	  0	 157.58	 1.156	 100
 0	 0	 74	 156.60	 1.025	157.0	  0	 156.60	 1.025	 100
 0	 0	 75	 156.34	 1.139	156.0	  0	 156.34	 1.139	 100
 0	 0	 76	 155.92	 1.269	156.0	  0	 155.92	 1.269	 100
 0	 0	 77	 155.59	 1.164	156.0	  0	 155.59	 1.164	 100
 0	 0	 78	 154.90	 1.087	155.0	  0	 154.90	 1.087	 100
 0	 0	 79	 154.50	 1.078	154.0	  0	 154.50	 1.078	 100
 0	 0	 80	 154.08	 0.929	154.0	  0	 154.08	 0.929	 100
 0	 0	 81	 153.87	 0.960	154.0	 46	 154.00	 0.000	 100
 0	 0	 82	 153.69	 1.042	154.0	  0	 153.69	 1.042	 100
 0	 0	 83	 153.53	 1.029	154.0	  0	 153.53	 1.029	 100
 0	 0	 84	 152.94	 1.003	153.0	  0	 152.94	 1.003	 100
 0	 0	 85	 152.90	 1.040	153.0	  0	 152.90	 1.040	 100
 0	 0	 86	 152.69	 1.051	153.0	  0	 152.69	 1.051	 100
 0	 0	 87	 152.33	 1.101	152.0	  0	 152.33	 1.101	 100
 0	 0	 88	 152.37	 1.178	152.0	  0	 152.37	 1.178	 100
 0	 0	 89	 151.86	 1.073	152.0	  0	 151.86	 1.073	 100
 0	 0	 90	 152.03	 1.167	152.0	  0	 152.03	 1.167	 100
 0	 0	 91	 151.96	 1.118	152.0	  0	 151.96	 1.118	 100
 0	 0	 92	 152.05	 1.184	152.0	  0	 152.05	 1.184	 100
 0	 0	 93	 152.04	 1.279	152.0	  0	 152.04	 1.279	 100
 0	 0	 94	 152.14	 1.231	152.0	  0	 152.14	 1.231	 100
 0	 0	 95	 151.55	 1.086	151.0	  0	 151.55	 1.086	 100
 0	 0	 96	 151.65	 1.058	152.0	  0	 151.65	 1.058	 100
 0	 0	 97	 151.63	 1.220	152.0	  0	 151.63	 1.220	 100
 0	 0	 98	 151.55	 1.218	151.0	  0	 151.55	 1.218	 100
 0	 0	 99	 151.49	 1.105	151.0	  0	 151.49	 1.105	 100
 0	 0	100	 151.04	 1.154	151.0	  0	 151.04	 1.154	 100
 0	 0	101	 151.62	 1.117	152.0	  0	 151.62	 1.117	 100
 0	 0	102	 151.85	 1.167	152.0	  0	 151.85	 1.167	 100
 0	 0	103	 151.20	 1.035	151.0	  0	 151.20	 1.035	 100
 0	 0	104	 151.10	 1.159	151.0	  0	 151.10	 1.159	 100
 0	 0	105	 150.98	 1.128	151.0	  0	 150.98	 1.128	 100
 0	 0	106	 151.20	 1.172	151.0	  0	 151.20	 1.172	 100
 0	 0	107	 151.22	 1.268	151.0	  0	 151.22	 1.268	 100
 0	 0	108	 151.52	 1.176	152.0	  0	 151.52	 1.176	 100
