ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 173.16	 1.339	173.0	  0	 173.16	 1.339	 100
 0	 0	   20	 184.47	 1.972	185.0	  1	 184.52	 1.929	 100
 0	 0	   30	 195.76	 1.558	196.0	  1	 195.81	 1.489	 100
 0	 0	   40	 207.11	 1.896	208.0	  0	 207.11	 1.896	 100
 0	 0	   50	 217.64	 1.630	218.0	  2	 217.73	 1.503	 100
 0	 0	   60	 228.42	 1.653	229.0	  1	 228.46	 1.599	 100
 0	 0	   70	 238.54	 2.002	238.0	  3	 238.40	 1.869	 100
 0	 0	   80	 249.66	 1.647	250.0	  1	 249.61	 1.564	 100
 0	 0	   90	 260.25	 1.520	260.0	  0	 260.25	 1.520	 100
 0	 0	  100	 269.39	 1.959	269.0	  3	 269.34	 1.761	 100
 0	 0	  200	 355.74	 2.063	356.0	  4	 355.85	 1.717	 100
 0	 0	  300	 425.48	 1.920	426.0	  4	 425.70	 1.603	 100
 0	 0	  400	 483.09	 1.718	484.0	  3	 483.23	 1.551	 100
 0	 0	  500	 531.47	 1.696	532.0	  2	 531.48	 1.480	 100
 0	 0	  600	 571.98	 2.060	572.0	  3	 572.03	 1.895	 100
 0	 0	  700	 606.20	 1.891	606.0	  1	 606.15	 1.837	 100
 0	 0	  800	 636.52	 1.909	637.0	  3	 636.59	 1.638	 100
 0	 0	  900	 663.60	 1.815	664.0	  0	 663.60	 1.815	 100
 0	 0	 1000	 687.03	 1.888	687.0	  1	 687.08	 1.828	 100
 0	 0	 1200	 728.16	 2.014	728.0	  0	 728.16	 2.014	 100
 0	 0	 1400	 762.65	 1.766	763.0	  2	 762.76	 1.619	 100
 0	 0	 1600	 791.50	 1.977	791.0	  0	 791.50	 1.977	 100
 0	 0	 1800	 818.36	 1.977	818.0	  3	 818.32	 1.812	 100
 0	 0	 2000	 841.78	 2.063	842.0	  4	 841.88	 1.848	 100
 0	 0	 4000	 993.99	 3.286	995.0	 14	 995.05	 1.859	 100
 0	 0	 6000	1089.43	 3.131	1090.0	  2	1089.65	 2.736	 100
 0	 0	 8000	1160.40	 2.613	1161.0	  0	1160.40	 2.613	 100
 0	 0	10000	1218.98	 2.796	1220.0	  0	1218.98	 2.796	 100
 0	 0	12000	1269.65	 2.199	1270.0	  3	1269.69	 2.058	 100
 0	 0	14000	1315.56	 2.276	1316.0	  0	1315.56	 2.276	 100
 0	 0	16000	1356.94	 2.395	1357.0	  0	1356.94	 2.395	 100
 0	 0	18000	1396.13	 2.111	1396.0	  0	1396.13	 2.111	 100
 0	 0	20000	1431.21	 2.258	1431.0	  0	1431.21	 2.258	 100
 0	 0	22000	1465.33	 2.499	1466.0	  0	1465.33	 2.499	 100
 0	 0	24000	1499.19	 2.264	1499.0	  0	1499.19	 2.264	 100
 0	 0	26000	1530.50	 2.263	1530.0	  4	1530.36	 1.936	 100
 0	 0	28000	1562.35	 2.240	1562.0	  5	1562.31	 1.968	 100
 0	 0	30000	1591.62	 2.317	1591.0	  0	1591.62	 2.317	 100
 0	 0	32000	1620.32	 1.842	1620.0	  2	1620.21	 1.701	 100
 0	 0	34000	1648.11	 2.474	1648.0	  0	1648.11	 2.474	 100
 0	 0	36000	1674.99	 2.447	1675.0	  0	1674.99	 2.447	 100
 0	 0	38000	1700.96	 1.964	1701.0	  3	1701.01	 1.649	 100
 0	 0	40000	1726.47	 2.480	1726.0	  0	1726.47	 2.480	 100
 0	 0	42000	1751.64	 2.509	1751.0	  0	1751.64	 2.509	 100
 0	 0	44000	1775.41	 2.207	1775.0	  0	1775.41	 2.207	 100
 0	 0	46000	1799.01	 2.259	1799.0	  0	1799.01	 2.259	 100
 0	 0	48000	1822.07	 2.520	1822.0	  4	1822.18	 2.243	 100
 0	 0	50000	1844.12	 1.950	1844.0	  6	1844.34	 1.528	 100
