GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 1	 2	1.153	184.370	0.9999	0.245	1.153	184.370	0.9999	0.245	1.302	177.910	0.9970	1.099	1.302	177.892	0.9970	1.052
 1	 3	1.127	182.325	0.9999	0.200	1.128	182.291	0.9999	0.186	1.252	177.082	0.9974	0.800	1.251	177.065	0.9975	0.814
 1	 4	1.109	180.195	0.9998	0.390	1.109	180.195	0.9998	0.390	1.186	177.095	0.9975	1.061	1.185	177.098	0.9975	1.110
 1	 5	1.088	177.895	0.9984	0.968	1.088	177.895	0.9984	0.968	1.131	176.678	0.9977	1.303	1.129	176.691	0.9979	1.309
 1	 6	1.069	176.470	1.0000	0.155	1.067	176.609	1.0000	0.133	1.098	175.980	0.9979	1.035	1.094	176.061	0.9980	1.110
 1	 7	1.033	176.350	0.9998	0.344	1.031	176.480	0.9998	0.321	1.042	176.039	0.9982	0.794	1.043	175.971	0.9982	0.774
 2	 0	1.402	131.125	1.0000	0.120	1.401	131.164	1.0000	0.060	1.656	123.829	1.0000	1.396	1.652	123.887	1.0000	1.222
 2	 1	1.235	131.200	0.9999	0.241	1.234	131.280	1.0000	0.188	1.406	126.081	0.9959	1.255	1.403	126.161	0.9959	1.217
 2	 2	1.149	131.450	0.9999	0.298	1.151	131.307	0.9998	0.338	1.299	125.813	0.9969	0.962	1.298	125.784	0.9969	0.896
 2	 3	1.138	128.700	0.9998	0.364	1.136	128.779	0.9997	0.418	1.252	125.026	0.9970	1.040	1.257	124.892	0.9971	0.921
 2	 4	1.098	128.805	0.9999	0.230	1.098	128.805	0.9999	0.230	1.201	125.078	0.9974	0.615	1.198	125.113	0.9974	0.663
 2	 5	1.063	128.205	1.0000	0.107	1.065	128.053	1.0000	0.128	1.151	124.673	0.9975	0.723	1.147	124.741	0.9976	0.744
 2	 6	1.040	127.105	0.9997	0.375	1.040	127.105	0.9997	0.375	1.124	123.722	0.9976	0.671	1.123	123.720	0.9976	0.663
 2	 7	1.022	126.340	0.9999	0.226	1.022	126.364	0.9999	0.187	1.081	123.974	0.9980	0.906	1.083	123.890	0.9981	0.980
 3	 0	1.441	143.505	0.9993	0.830	1.441	143.519	0.9992	0.910	1.729	134.871	1.0000	1.560	1.725	135.021	1.0000	1.630
 3	 1	1.294	140.225	0.9998	0.371	1.294	140.247	0.9998	0.419	1.424	138.037	0.9958	1.790	1.424	138.007	0.9958	1.671
 3	 2	1.187	141.105	0.9997	0.462	1.188	141.001	0.9997	0.489	1.322	136.963	0.9968	1.146	1.320	136.999	0.9971	1.124
 3	 3	1.148	140.140	0.9999	0.262	1.149	140.091	0.9999	0.264	1.249	137.073	0.9976	1.105	1.248	137.060	0.9978	0.976
 3	 4	1.118	138.710	0.9996	0.471	1.115	138.951	0.9998	0.362	1.200	136.154	0.9976	1.694	1.200	136.161	0.9977	1.507
 3	 5	1.091	136.790	0.9999	0.246	1.091	136.814	0.9999	0.208	1.145	135.721	0.9976	0.917	1.145	135.650	0.9976	0.827
 3	 6	1.053	137.135	0.9999	0.220	1.053	137.120	0.9999	0.173	1.114	135.237	0.9979	0.873	1.112	135.263	0.9980	0.825
 3	 7	1.018	136.945	0.9999	0.261	1.018	136.945	0.9999	0.261	1.073	134.898	0.9982	1.241	1.074	134.823	0.9982	1.018
 4	 0	1.468	135.815	0.9995	0.754	1.468	135.815	0.9995	0.754	1.746	127.313	1.0000	1.345	1.739	127.667	1.0000	1.420
 4	 1	1.289	134.440	1.0000	0.158	1.292	134.220	0.9999	0.293	1.457	129.518	0.9960	1.172	1.456	129.558	0.9961	1.102
 4	 2	1.219	131.890	0.9998	0.408	1.223	131.655	0.9998	0.426	1.333	128.813	0.9970	1.069	1.334	128.717	0.9970	1.061
 4	 3	1.162	131.690	1.0000	0.098	1.162	131.690	1.0000	0.098	1.264	128.198	0.9974	0.632	1.265	128.131	0.9976	0.504
 4	 4	1.118	131.240	0.9999	0.189	1.118	131.240	0.9999	0.189	1.196	128.279	0.9978	0.608	1.197	128.213	0.9978	0.504
 4	 5	1.071	130.710	0.9999	0.177	1.075	130.392	0.9999	0.186	1.147	127.350	0.9978	0.618	1.145	127.372	0.9978	0.567
 4	 6	1.052	128.825	0.9997	0.400	1.052	128.852	0.9997	0.439	1.110	126.443	0.9979	0.735	1.110	126.429	0.9980	0.854
 4	 7	1.020	128.640	1.0000	0.099	1.020	128.640	1.0000	0.099	1.055	126.694	0.9983	0.755	1.055	126.666	0.9983	0.761
 5	 0	1.457	145.690	0.9997	0.562	1.452	146.135	0.9997	0.549	1.765	135.319	1.0000	1.331	1.762	135.413	1.0000	1.326
 5	 1	1.303	142.000	1.0000	0.198	1.298	142.287	0.9999	0.323	1.466	137.755	0.9961	1.224	1.461	137.843	0.9962	1.073
 5	 2	1.207	141.590	1.0000	0.135	1.208	141.515	0.9999	0.193	1.350	136.642	0.9969	0.891	1.349	136.644	0.9969	0.770
 5	 3	1.176	139.340	1.0000	0.142	1.173	139.538	0.9999	0.235	1.284	136.001	0.9972	1.274	1.284	135.936	0.9972	1.179
 5	 4	1.144	138.125	1.0000	0.093	1.144	138.118	1.0000	0.096	1.223	135.795	0.9974	0.699	1.222	135.776	0.9974	0.543
 5	 5	1.117	136.280	0.9999	0.265	1.119	136.139	0.9999	0.257	1.174	135.044	0.9977	1.020	1.173	135.044	0.9978	1.018
 5	 6	1.079	136.190	1.0000	0.168	1.074	136.533	1.0000	0.134	1.137	134.230	0.9978	0.632	1.136	134.231	0.9978	0.652
 5	 7	1.050	135.760	1.0000	0.041	1.049	135.787	1.0000	0.072	1.099	133.881	0.9981	0.466	1.100	133.838	0.9981	0.430
 6	 0	1.340	172.045	0.9999	0.254	1.337	172.263	0.9998	0.388	1.684	159.573	1.0000	1.499	1.678	159.802	1.0000	1.564
 6	 1	1.205	167.530	0.9991	0.801	1.204	167.706	0.9988	0.932	1.409	160.564	0.9956	1.103	1.405	160.749	0.9960	1.180
 6	 2	1.150	165.010	0.9992	0.732	1.150	165.051	0.9990	0.833	1.309	159.507	0.9966	0.792	1.307	159.578	0.9969	0.878
 6	 3	1.137	162.760	0.9999	0.248	1.136	162.813	1.0000	0.155	1.266	158.780	0.9969	1.208	1.265	158.759	0.9970	1.065
 6	 4	1.137	159.600	0.9999	0.262	1.137	159.623	0.9999	0.285	1.230	157.805	0.9970	1.426	1.228	157.829	0.9970	1.470
 6	 5	1.084	160.425	1.0000	0.022	1.084	160.425	1.0000	0.022	1.175	157.696	0.9972	0.786	1.179	157.528	0.9972	0.877
 6	 6	1.074	158.695	0.9998	0.314	1.073	158.719	0.9998	0.351	1.145	156.984	0.9975	0.926	1.144	157.003	0.9976	0.863
 6	 7	1.045	158.635	0.9998	0.341	1.045	158.632	0.9999	0.281	1.115	156.687	0.9979	1.106	1.115	156.650	0.9979	1.032
 7	 0	1.384	149.900	0.9997	0.555	1.380	150.476	0.9995	0.675	1.755	136.718	1.0000	1.506	1.756	136.829	1.0000	1.545
 7	 1	1.254	144.765	0.9998	0.374	1.252	144.824	0.9998	0.426	1.452	139.225	0.9954	1.523	1.448	139.326	0.9955	1.215
 7	 2	1.178	143.635	1.0000	0.150	1.180	143.526	1.0000	0.151	1.342	138.402	0.9966	1.158	1.341	138.403	0.9967	1.144
 7	 3	1.150	142.270	1.0000	0.059	1.147	142.546	1.0000	0.027	1.295	137.809	0.9969	1.369	1.295	137.787	0.9972	1.209
 7	 4	1.122	141.475	1.0000	0.125	1.121	141.620	1.0000	0.120	1.246	137.685	0.9971	0.729	1.243	137.740	0.9974	0.703
 7	 5	1.098	139.645	1.0000	0.162	1.097	139.738	0.9999	0.186	1.198	136.849	0.9973	0.956	1.196	136.893	0.9973	1.031
 7	 6	1.075	139.035	1.0000	0.065	1.075	139.045	1.0000	0.067	1.179	135.847	0.9974	0.970	1.179	135.858	0.9974	1.018
 7	 7	1.041	139.345	1.0000	0.104	1.039	139.490	1.0000	0.154	1.140	135.786	0.9977	0.864	1.140	135.755	0.9978	0.835
 8	 0	1.393	156.475	0.9996	0.597	1.388	157.060	0.9995	0.701	1.706	145.580	1.0000	1.563	1.703	145.857	1.0000	1.490
 8	 1	1.264	152.065	0.9993	0.730	1.258	152.469	0.9990	0.876	1.430	147.420	0.9958	1.502	1.430	147.333	0.9958	1.344
 8	 2	1.197	150.360	0.9999	0.229	1.195	150.534	0.9999	0.190	1.335	146.149	0.9966	0.780	1.334	146.202	0.9967	0.763
 8	 3	1.173	148.290	1.0000	0.082	1.174	148.211	1.0000	0.026	1.271	145.930	0.9971	1.405	1.270	145.967	0.9974	1.372
 8	 4	1.147	147.320	0.9999	0.292	1.141	147.766	0.9998	0.386	1.236	145.275	0.9973	1.233	1.241	145.027	0.9974	1.082
 8	 5	1.103	147.285	0.9999	0.214	1.105	147.167	1.0000	0.057	1.173	145.492	0.9975	1.197	1.174	145.464	0.9976	1.188
 8	 6	1.117	144.175	0.9999	0.240	1.122	143.915	0.9999	0.288	1.168	144.074	0.9975	1.345	1.169	144.046	0.9976	1.349
 8	 7	1.038	147.775	0.9999	0.269	1.038	147.775	0.9999	0.269	1.110	144.776	0.9981	0.833	1.111	144.766	0.9982	0.821
 9	 0	1.367	160.070	0.9996	0.618	1.371	159.842	0.9995	0.707	1.652	150.579	1.0000	1.220	1.651	150.746	1.0000	1.031
 9	 1	1.230	156.930	0.9993	0.704	1.228	157.018	0.9991	0.812	1.398	151.772	0.9959	1.140	1.396	151.791	0.9959	1.141
 9	 2	1.163	155.580	0.9998	0.376	1.160	155.801	0.9998	0.406	1.311	150.470	0.9966	0.679	1.310	150.482	0.9967	0.818
 9	 3	1.154	152.700	1.0000	0.071	1.158	152.444	1.0000	0.054	1.252	150.334	0.9971	1.166	1.253	150.289	0.9971	1.157
 9	 4	1.125	151.840	1.0000	0.165	1.126	151.719	1.0000	0.119	1.219	149.245	0.9972	1.268	1.216	149.359	0.9974	1.205
 9	 5	1.091	151.365	1.0000	0.116	1.089	151.512	1.0000	0.115	1.172	149.126	0.9974	1.039	1.171	149.143	0.9974	0.951
 9	 6	1.086	149.255	1.0000	0.142	1.087	149.214	1.0000	0.136	1.149	148.170	0.9974	1.348	1.149	148.176	0.9974	1.364
 9	 7	1.046	150.400	0.9999	0.240	1.049	150.124	0.9999	0.223	1.107	148.520	0.9981	1.115	1.106	148.564	0.9982	0.959
10	 0	1.349	188.995	0.9998	0.422	1.351	188.786	0.9998	0.454	1.655	178.174	1.0000	0.948	1.649	178.430	1.0000	0.760
10	 1	1.178	188.635	1.0000	0.159	1.177	188.667	1.0000	0.176	1.404	179.217	0.9959	1.295	1.405	179.151	0.9959	1.128
10	 2	1.147	184.230	0.9999	0.308	1.147	184.277	0.9998	0.321	1.316	177.726	0.9967	0.620	1.315	177.736	0.9967	0.616
10	 3	1.126	182.185	0.9994	0.638	1.122	182.534	0.9994	0.629	1.255	177.506	0.9972	1.270	1.253	177.560	0.9975	1.144
10	 4	1.114	180.770	0.9994	0.627	1.114	180.781	0.9994	0.630	1.238	176.289	0.9970	0.915	1.240	176.225	0.9971	0.813
10	 5	1.097	178.550	0.9996	0.518	1.099	178.465	0.9994	0.585	1.180	176.071	0.9973	1.242	1.180	176.028	0.9973	1.348
10	 6	1.089	176.725	1.0000	0.148	1.091	176.591	1.0000	0.104	1.142	175.811	0.9974	1.195	1.140	175.844	0.9976	1.210
10	 7	1.043	178.130	0.9998	0.325	1.042	178.284	0.9997	0.406	1.109	175.656	0.9980	1.292	1.112	175.524	0.9983	1.285
11	 0	1.426	119.075	0.9999	0.271	1.428	118.835	0.9998	0.422	1.694	110.791	0.9999	1.588	1.689	110.970	0.9999	1.607
11	 1	1.232	120.465	0.9999	0.252	1.234	120.328	1.0000	0.149	1.419	113.428	0.9962	1.408	1.418	113.481	0.9962	1.317
11	 2	1.176	117.915	0.9999	0.290	1.171	118.328	0.9997	0.428	1.312	112.960	0.9969	0.780	1.310	113.007	0.9969	0.823
11	 3	1.147	116.145	0.9998	0.356	1.149	115.988	0.9998	0.398	1.248	112.709	0.9974	0.976	1.248	112.721	0.9974	0.960
11	 4	1.105	116.215	0.9997	0.425	1.103	116.326	0.9997	0.448	1.210	111.961	0.9974	1.101	1.211	111.887	0.9975	1.002
11	 5	1.066	115.705	0.9996	0.452	1.064	115.885	0.9996	0.476	1.141	112.492	0.9977	1.230	1.138	112.577	0.9977	1.274
11	 6	1.057	113.860	0.9998	0.337	1.057	113.760	1.0000	0.120	1.116	111.390	0.9977	1.268	1.113	111.394	0.9979	1.297
11	 7	1.029	113.425	0.9995	0.495	1.028	113.510	0.9995	0.519	1.070	111.611	0.9981	1.357	1.065	111.749	0.9982	1.436
12	 0	1.401	156.790	0.9990	0.998	1.395	157.194	0.9992	0.865	1.687	146.815	1.0000	1.827	1.683	146.920	1.0000	1.481
12	 1	1.265	153.630	0.9998	0.440	1.257	154.137	0.9995	0.628	1.441	148.057	0.9960	1.368	1.438	148.099	0.9960	1.389
12	 2	1.198	151.905	1.0000	0.079	1.198	151.947	1.0000	0.148	1.327	147.689	0.9969	0.662	1.326	147.700	0.9969	0.612
12	 3	1.178	149.765	0.9999	0.270	1.180	149.626	0.9999	0.313	1.275	147.090	0.9973	1.083	1.273	147.149	0.9973	1.017
12	 4	1.146	148.850	0.9997	0.436	1.144	148.983	0.9995	0.564	1.232	146.361	0.9973	1.384	1.233	146.270	0.9975	1.506
12	 5	1.118	147.790	1.0000	0.059	1.117	147.841	1.0000	0.099	1.175	146.536	0.9976	1.013	1.175	146.569	0.9976	0.962
12	 6	1.107	146.035	0.9999	0.262	1.111	145.755	0.9998	0.322	1.146	145.805	0.9977	1.087	1.146	145.813	0.9978	1.200
12	 7	1.065	146.870	0.9999	0.196	1.063	147.086	0.9999	0.234	1.100	146.144	0.9982	1.001	1.099	146.170	0.9984	0.831
13	 0	1.346	183.000	0.9999	0.359	1.346	182.969	0.9999	0.306	1.661	171.002	1.0000	1.518	1.662	170.941	1.0000	1.184
13	 1	1.238	177.890	0.9998	0.425	1.242	177.523	0.9997	0.482	1.418	171.686	0.9959	1.226	1.415	171.747	0.9960	1.021
13	 2	1.154	177.900	0.9997	0.457	1.154	177.872	0.9997	0.422	1.321	170.858	0.9967	1.240	1.320	170.807	0.9967	1.366
13	 3	1.140	175.275	0.9986	0.941	1.133	175.809	0.9984	1.025	1.275	170.016	0.9972	1.019	1.275	169.979	0.9972	1.265
13	 4	1.141	172.665	0.9997	0.404	1.142	172.532	0.9998	0.373	1.242	169.413	0.9972	1.344	1.243	169.296	0.9974	1.421
13	 5	1.118	171.025	0.9996	0.492	1.111	171.621	0.9996	0.478	1.195	168.888	0.9974	1.182	1.194	168.962	0.9974	1.128
13	 6	1.121	168.355	0.9999	0.263	1.130	167.594	0.9999	0.283	1.164	168.359	0.9973	1.387	1.164	168.208	0.9974	1.575
13	 7	1.069	170.440	0.9995	0.542	1.065	170.659	0.9994	0.602	1.129	168.393	0.9981	1.461	1.130	168.334	0.9982	1.454
14	 0	1.380	114.405	0.9999	0.298	1.384	114.107	0.9998	0.402	1.675	104.035	0.9999	1.516	1.674	104.005	0.9999	1.427
14	 1	1.255	112.575	0.9999	0.290	1.255	112.560	0.9999	0.262	1.436	106.602	0.9959	1.328	1.435	106.624	0.9959	1.277
14	 2	1.163	113.910	0.9997	0.438	1.166	113.769	0.9997	0.429	1.334	106.862	0.9969	0.942	1.332	106.963	0.9970	0.945
14	 3	1.145	112.005	0.9997	0.443	1.145	111.946	0.9995	0.559	1.280	106.667	0.9971	1.075	1.281	106.578	0.9972	1.193
14	 4	1.125	111.130	0.9999	0.308	1.126	111.066	0.9996	0.505	1.245	106.346	0.9972	1.444	1.242	106.506	0.9974	1.484
14	 5	1.112	109.190	0.9998	0.363	1.112	109.219	0.9999	0.287	1.197	106.251	0.9974	1.296	1.197	106.256	0.9975	1.506
14	 6	1.113	106.615	0.9997	0.413	1.113	106.615	0.9997	0.413	1.171	105.323	0.9973	1.251	1.162	105.684	0.9974	1.488
14	 7	1.081	107.015	0.9999	0.266	1.081	106.986	0.9998	0.344	1.131	105.643	0.9980	1.380	1.127	105.776	0.9982	1.431
15	 0	1.362	157.190	0.9994	0.727	1.361	157.306	0.9994	0.753	1.645	147.014	1.0000	1.312	1.641	147.107	1.0000	1.166
15	 1	1.239	153.020	0.9996	0.577	1.244	152.650	0.9995	0.621	1.392	148.291	0.9962	1.188	1.390	148.313	0.9962	1.149
15	 2	1.181	150.555	1.0000	0.187	1.185	150.269	1.0000	0.073	1.296	147.224	0.9969	0.937	1.295	147.204	0.9969	0.927
15	 3	1.139	149.910	0.9999	0.311	1.144	149.624	1.0000	0.155	1.233	147.056	0.9974	1.055	1.234	147.009	0.9974	0.962
15	 4	1.122	148.310	0.9998	0.317	1.123	148.274	0.9998	0.321	1.194	146.436	0.9974	1.141	1.193	146.425	0.9976	1.036
15	 5	1.099	146.660	0.9998	0.359	1.093	147.034	0.9997	0.395	1.148	145.870	0.9977	1.182	1.142	146.104	0.9978	1.144
15	 6	1.095	144.765	0.9999	0.235	1.098	144.559	0.9998	0.302	1.119	145.399	0.9977	1.166	1.118	145.420	0.9979	1.197
15	 7	1.040	146.445	0.9998	0.354	1.046	146.039	0.9992	0.663	1.069	145.813	0.9983	1.064	1.068	145.807	0.9983	1.030
16	 0	1.399	139.360	0.9999	0.275	1.398	139.435	0.9999	0.314	1.681	129.949	1.0000	1.191	1.683	129.879	1.0000	1.166
16	 1	1.258	136.875	1.0000	0.158	1.259	136.783	0.9999	0.214	1.423	132.127	0.9959	1.262	1.422	132.163	0.9963	1.240
16	 2	1.182	135.785	1.0000	0.094	1.185	135.540	1.0000	0.139	1.327	130.802	0.9968	0.744	1.323	130.895	0.9971	0.782
16	 3	1.152	134.065	0.9997	0.422	1.150	134.181	0.9998	0.395	1.262	130.598	0.9971	0.834	1.259	130.662	0.9972	0.810
16	 4	1.127	132.980	0.9999	0.241	1.126	133.033	0.9999	0.274	1.222	129.898	0.9974	0.733	1.221	129.899	0.9975	0.650
16	 5	1.078	133.100	0.9999	0.242	1.088	132.245	0.9997	0.390	1.171	129.567	0.9975	0.800	1.172	129.452	0.9976	0.933
16	 6	1.056	131.880	0.9999	0.237	1.057	131.832	0.9999	0.177	1.130	128.951	0.9977	0.545	1.129	128.983	0.9978	0.616
16	 7	1.039	130.770	0.9998	0.346	1.038	130.800	0.9998	0.357	1.097	128.536	0.9981	0.749	1.097	128.492	0.9982	0.946
17	 0	1.357	159.875	0.9995	0.677	1.360	159.663	0.9995	0.662	1.629	150.534	1.0000	1.315	1.629	150.516	1.0000	1.316
17	 1	1.222	157.355	0.9983	1.135	1.218	157.692	0.9979	1.237	1.397	151.367	0.9959	1.215	1.398	151.296	0.9960	1.249
17	 2	1.193	152.945	0.9999	0.315	1.191	153.207	0.9998	0.359	1.313	149.742	0.9967	0.828	1.313	149.766	0.9969	0.745
17	 3	1.180	150.180	0.9993	0.689	1.179	150.307	0.9993	0.692	1.257	149.106	0.9971	1.755	1.256	149.124	0.9974	1.637
17	 4	1.143	149.920	0.9999	0.311	1.145	149.820	0.9998	0.332	1.221	148.396	0.9972	1.260	1.220	148.390	0.9974	1.177
17	 5	1.113	148.655	0.9996	0.489	1.113	148.655	0.9996	0.489	1.163	148.244	0.9975	1.141	1.163	148.212	0.9976	1.102
17	 6	1.073	149.280	1.0000	0.149	1.069	149.469	0.9997	0.381	1.134	147.612	0.9977	1.299	1.132	147.595	0.9977	1.311
17	 7	1.053	148.530	0.9999	0.254	1.052	148.627	0.9999	0.231	1.097	147.641	0.9981	0.920	1.098	147.541	0.9982	0.797
18	 0	1.466	153.340	0.9992	0.950	1.462	153.662	0.9989	1.097	1.710	145.259	0.9999	1.477	1.711	145.244	1.0000	1.461
18	 1	1.303	152.110	0.9999	0.224	1.305	151.954	0.9998	0.387	1.441	148.025	0.9965	1.435	1.441	147.972	0.9965	1.438
18	 2	1.224	150.225	1.0000	0.013	1.232	149.676	0.9999	0.291	1.311	147.718	0.9974	0.787	1.312	147.662	0.9974	0.945
18	 3	1.200	147.230	0.9999	0.235	1.201	147.163	0.9999	0.246	1.247	146.985	0.9976	1.453	1.245	147.026	0.9976	1.304
18	 4	1.155	146.355	0.9998	0.377	1.149	146.769	0.9999	0.205	1.165	147.269	0.9978	1.498	1.163	147.331	0.9980	1.385
18	 5	1.100	146.030	1.0000	0.149	1.100	146.030	1.0000	0.149	1.107	146.521	0.9981	1.203	1.107	146.495	0.9981	1.239
18	 6	1.088	143.915	0.9999	0.183	1.089	143.865	0.9999	0.197	1.070	145.774	0.9982	1.058	1.070	145.743	0.9982	1.064
18	 7	1.033	144.970	0.9999	0.246	1.033	144.997	0.9999	0.231	1.007	146.248	0.9987	0.815	1.006	146.259	0.9987	0.736
19	 0	1.349	98.160	1.0000	0.117	1.343	98.660	1.0000	0.065	1.632	88.415	1.0000	1.538	1.628	88.607	1.0000	1.505
19	 1	1.215	96.540	0.9990	0.855	1.213	96.757	0.9984	1.081	1.406	89.960	0.9955	1.388	1.407	89.926	0.9955	1.511
19	 2	1.168	94.330	0.9997	0.437	1.166	94.498	0.9996	0.500	1.317	89.355	0.9965	0.900	1.315	89.409	0.9968	1.028
19	 3	1.164	91.160	0.9999	0.237	1.163	91.290	0.9999	0.306	1.267	88.930	0.9970	1.174	1.266	88.947	0.9972	1.167
19	 4	1.116	92.230	0.9999	0.198	1.113	92.471	0.9999	0.255	1.218	88.929	0.9971	1.117	1.215	89.025	0.9976	1.114
19	 5	1.120	88.755	0.9998	0.317	1.122	88.646	0.9999	0.289	1.179	88.422	0.9971	1.306	1.180	88.356	0.9972	1.355
19	 6	1.107	87.540	0.9998	0.376	1.105	87.642	0.9997	0.403	1.164	87.397	0.9974	1.421	1.162	87.417	0.9977	1.411
19	 7	1.058	88.960	0.9998	0.345	1.055	89.147	0.9997	0.437	1.112	87.943	0.9979	1.168	1.112	87.836	0.9979	1.270
20	 0	1.344	139.090	0.9998	0.390	1.346	139.083	0.9997	0.518	1.615	130.423	1.0000	1.492	1.615	130.517	1.0000	1.439
20	 1	1.201	137.320	0.9999	0.235	1.197	137.685	0.9998	0.384	1.381	131.341	0.9960	1.443	1.380	131.356	0.9960	1.493
20	 2	1.146	135.305	0.9999	0.226	1.148	135.156	0.9999	0.219	1.292	130.336	0.9967	0.877	1.290	130.369	0.9967	0.883
20	 3	1.109	134.705	1.0000	0.059	1.107	134.816	1.0000	0.028	1.244	129.741	0.9972	0.892	1.245	129.639	0.9973	0.789
20	 4	1.086	133.675	1.0000	0.051	1.084	133.873	1.0000	0.110	1.201	129.506	0.9972	0.466	1.199	129.550	0.9972	0.507
20	 5	1.059	132.795	0.9999	0.269	1.055	133.096	0.9998	0.296	1.160	128.872	0.9974	0.531	1.156	128.973	0.9974	0.589
20	 6	1.047	131.110	1.0000	0.037	1.048	131.023	1.0000	0.015	1.141	127.790	0.9975	0.616	1.139	127.865	0.9975	0.604
20	 7	1.022	130.835	1.0000	0.083	1.024	130.667	1.0000	0.149	1.099	127.891	0.9980	0.540	1.098	127.904	0.9982	0.555
21	 0	1.407	153.195	0.9997	0.528	1.408	153.075	0.9997	0.503	1.675	144.574	1.0000	1.226	1.673	144.635	1.0000	1.104
21	 1	1.274	149.720	0.9999	0.309	1.270	150.034	0.9998	0.357	1.424	146.105	0.9961	1.481	1.425	146.053	0.9961	1.258
21	 2	1.198	148.570	0.9998	0.413	1.197	148.649	0.9998	0.345	1.317	145.235	0.9969	0.857	1.316	145.178	0.9969	0.793
