INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.024	1.981	1.825	1.789
 0	 1	2.034	2.021	1.942	1.931
 0	 2	1.987	1.921	1.924	1.856
 0	 3	2.152	2.048	2.114	2.012
 0	 4	2.041	1.962	2.085	2.009
 0	 5	2.124	2.071	2.183	2.139
 0	 6	2.250	2.250	2.391	2.393
 0	 7	2.361	2.240	2.499	2.379
 1	 0	2.565	2.559	2.087	2.080
 1	 1	2.476	2.451	2.176	2.153
 1	 2	2.474	2.446	2.250	2.226
 1	 3	2.441	2.400	2.278	2.239
 1	 4	2.425	2.400	2.297	2.277
 1	 5	2.539	2.542	2.451	2.453
 1	 6	2.449	2.447	2.424	2.431
 1	 7	2.609	2.589	2.594	2.575
 2	 0	2.545	2.532	2.097	2.085
 2	 1	2.371	2.263	2.067	1.978
 2	 2	2.346	2.308	2.108	2.072
 2	 3	2.346	2.243	2.192	2.095
 2	 4	2.273	2.151	2.189	2.067
 2	 5	2.320	2.222	2.243	2.153
 2	 6	2.320	2.283	2.297	2.269
 2	 7	2.472	2.383	2.498	2.410
 3	 0	2.881	2.846	2.313	2.292
 3	 1	2.661	2.598	2.330	2.298
 3	 2	2.647	2.529	2.354	2.250
 3	 3	2.556	2.531	2.337	2.314
 3	 4	2.546	2.473	2.382	2.314
 3	 5	2.672	2.646	2.511	2.491
 3	 6	2.702	2.640	2.537	2.476
 3	 7	2.817	2.767	2.716	2.666
 4	 0	2.382	2.322	1.910	1.872
 4	 1	2.311	2.237	2.028	1.966
 4	 2	2.247	2.171	2.018	1.950
 4	 3	2.268	2.186	2.076	2.004
 4	 4	2.325	2.234	2.154	2.075
 4	 5	2.437	2.359	2.265	2.195
 4	 6	2.356	2.245	2.208	2.103
 4	 7	2.376	2.292	2.223	2.143
 5	 0	2.587	2.558	2.101	2.078
 5	 1	2.535	2.504	2.184	2.158
 5	 2	2.529	2.477	2.206	2.158
 5	 3	2.400	2.359	2.110	2.075
 5	 4	2.524	2.463	2.248	2.196
 5	 5	2.671	2.623	2.375	2.325
 5	 6	2.649	2.583	2.372	2.317
 5	 7	2.592	2.556	2.385	2.349
 6	 0	2.846	2.773	2.278	2.220
 6	 1	2.839	2.769	2.404	2.348
 6	 2	2.700	2.657	2.336	2.304
 6	 3	2.716	2.661	2.343	2.301
 6	 4	2.652	2.572	2.314	2.246
 6	 5	2.747	2.679	2.495	2.454
 6	 6	2.721	2.641	2.515	2.444
 6	 7	2.841	2.821	2.643	2.628
 7	 0	2.979	2.700	2.414	2.198
 7	 1	2.788	2.711	2.420	2.351
 7	 2	2.650	2.569	2.355	2.273
 7	 3	2.617	2.552	2.332	2.291
 7	 4	2.646	2.600	2.405	2.362
 7	 5	2.788	2.710	2.651	2.563
 7	 6	2.727	2.669	2.620	2.558
 7	 7	2.698	2.659	2.603	2.548
 8	 0	2.819	2.618	2.369	2.204
 8	 1	2.794	2.811	2.436	2.437
 8	 2	2.586	2.541	2.371	2.323
 8	 3	2.857	2.785	2.562	2.513
 8	 4	2.880	2.764	2.631	2.537
 8	 5	2.912	2.813	2.777	2.705
 8	 6	3.135	3.136	3.041	3.048
 8	 7	3.296	3.300	3.170	3.164
 9	 0	3.028	2.917	2.411	2.333
 9	 1	3.076	3.049	2.590	2.572
 9	 2	2.785	2.746	2.444	2.411
 9	 3	2.787	2.746	2.493	2.461
 9	 4	2.786	2.685	2.575	2.492
 9	 5	3.109	3.048	2.883	2.820
 9	 6	3.211	3.139	3.053	3.006
 9	 7	3.421	3.350	3.193	3.124
10	 0	2.364	2.316	2.009	1.977
10	 1	2.391	2.332	2.126	2.079
10	 2	2.459	2.436	2.261	2.244
10	 3	2.673	2.675	2.455	2.455
10	 4	2.655	2.649	2.515	2.525
10	 5	2.724	2.677	2.650	2.588
10	 6	2.826	2.789	2.814	2.785
10	 7	2.938	2.944	2.976	2.970
11	 0	2.388	2.295	1.995	1.930
11	 1	2.186	2.125	1.969	1.918
11	 2	2.283	2.241	2.095	2.056
11	 3	2.322	2.223	2.170	2.086
11	 4	2.276	2.176	2.188	2.105
11	 5	2.519	2.496	2.438	2.409
11	 6	2.609	2.571	2.550	2.501
11	 7	2.776	2.667	2.720	2.611
12	 0	2.375	2.330	1.944	1.904
12	 1	2.319	2.271	2.059	2.022
12	 2	2.254	2.197	2.080	2.024
12	 3	2.360	2.278	2.192	2.117
12	 4	2.455	2.432	2.321	2.308
12	 5	2.537	2.435	2.429	2.330
12	 6	2.692	2.613	2.593	2.524
12	 7	2.834	2.721	2.719	2.595
13	 0	2.472	2.461	2.064	2.062
13	 1	2.375	2.299	2.090	2.031
13	 2	2.403	2.375	2.221	2.191
13	 3	2.661	2.641	2.476	2.463
13	 4	2.631	2.585	2.522	2.482
13	 5	2.887	2.871	2.820	2.810
13	 6	3.015	2.975	3.020	2.995
13	 7	3.377	3.346	3.370	3.327
14	 0	2.558	2.473	2.091	2.020
14	 1	2.532	2.488	2.221	2.178
14	 2	2.545	2.478	2.281	2.224
14	 3	2.667	2.672	2.385	2.388
14	 4	2.930	2.935	2.711	2.708
14	 5	3.058	2.955	2.837	2.745
14	 6	3.333	3.221	3.131	3.037
14	 7	3.619	3.581	3.347	3.311
15	 0	2.556	2.520	2.108	2.081
15	 1	2.581	2.522	2.246	2.193
15	 2	2.577	2.511	2.316	2.254
15	 3	2.612	2.523	2.405	2.328
15	 4	2.796	2.712	2.639	2.557
15	 5	3.020	2.962	2.908	2.849
15	 6	3.085	3.012	3.015	2.961
15	 7	3.268	3.175	3.171	3.077
16	 0	2.640	2.641	2.182	2.180
16	 1	2.631	2.625	2.341	2.345
16	 2	2.476	2.459	2.284	2.270
16	 3	2.468	2.461	2.355	2.340
16	 4	2.599	2.610	2.515	2.519
16	 5	2.634	2.630	2.589	2.594
16	 6	2.754	2.706	2.751	2.721
16	 7	2.793	2.796	2.809	2.810
17	 0	2.911	2.909	2.417	2.425
17	 1	3.015	3.007	2.602	2.579
17	 2	3.007	3.007	2.698	2.700
17	 3	3.119	3.103	2.861	2.849
17	 4	3.051	3.055	2.821	2.822
17	 5	2.902	2.899	2.808	2.814
17	 6	3.033	3.032	2.985	2.987
17	 7	3.199	3.208	3.174	3.173
18	 0	2.592	2.580	2.163	2.163
18	 1	2.471	2.427	2.176	2.128
18	 2	2.425	2.375	2.242	2.200
18	 3	2.410	2.355	2.225	2.174
18	 4	2.509	2.483	2.340	2.314
18	 5	2.690	2.600	2.551	2.473
18	 6	2.631	2.489	2.490	2.360
18	 7	2.685	2.641	2.546	2.506
19	 0	2.652	2.553	2.151	2.079
19	 1	2.605	2.531	2.214	2.154
19	 2	2.491	2.412	2.266	2.201
19	 3	2.433	2.313	2.198	2.091
19	 4	2.392	2.325	2.254	2.190
19	 5	2.540	2.446	2.454	2.364
19	 6	2.579	2.534	2.506	2.477
19	 7	2.696	2.524	2.693	2.533
20	 0	2.578	2.543	2.122	2.086
20	 1	2.594	2.529	2.237	2.178
20	 2	2.690	2.681	2.348	2.338
20	 3	2.586	2.521	2.338	2.295
20	 4	2.406	2.372	2.235	2.201
20	 5	2.581	2.529	2.440	2.389
20	 6	2.620	2.573	2.545	2.497
20	 7	2.639	2.626	2.592	2.580
