ch	pt	m	q
21	 0	0.1867	114.0515
21	 1	0.2438	106.8656
21	 2	0.2274	108.7415
21	 3	0.2119	110.7670
21	 4	0.1980	112.4844
21	 5	0.2181	109.9285
21	 6	0.2094	110.9387
21	 7	0.2190	109.8102
22	 0	0.2223	103.9930
22	 1	0.2487	100.0025
22	 2	0.2493	99.8667
22	 3	0.2191	104.4414
22	 4	0.2163	104.8254
22	 5	0.2328	102.3519
22	 6	0.2189	104.3316
22	 7	0.2436	100.7033
23	 0	0.2200	107.8848
23	 1	0.2527	103.4838
23	 2	0.2371	105.4313
23	 3	0.2295	106.4911
23	 4	0.2135	108.6170
23	 5	0.2326	106.0850
23	 6	0.2304	106.2173
23	 7	0.2342	105.8085
24	 0	0.2018	102.8457
24	 1	0.2308	97.8301
24	 2	0.2208	99.4168
24	 3	0.1871	105.2289
24	 4	0.2103	101.2515
24	 5	0.2016	102.7187
24	 6	0.1953	103.7243
24	 7	0.2108	101.1382
25	 0	0.1898	102.5156
25	 1	0.2243	96.1261
25	 2	0.2257	95.7587
25	 3	0.1968	101.0876
25	 4	0.1956	101.3351
25	 5	0.2023	100.0499
25	 6	0.1966	101.0083
25	 7	0.2030	99.9076
26	 0	0.1930	109.4462
26	 1	0.2392	102.7043
26	 2	0.2401	102.5382
26	 3	0.2040	107.7308
26	 4	0.1882	110.0104
26	 5	0.2066	107.3804
26	 6	0.2261	104.3313
26	 7	0.2206	105.2795
27	 0	0.1648	112.9504
27	 1	0.2060	106.8081
27	 2	0.1798	110.4621
27	 3	0.1705	111.8633
27	 4	0.1862	109.6131
27	 5	0.1959	108.0443
27	 6	0.2055	106.6322
27	 7	0.2137	105.3395
28	 0	0.1728	115.0494
28	 1	0.2193	108.9818
28	 2	0.2277	107.7042
28	 3	0.1972	111.7179
28	 4	0.2009	111.1962
28	 5	0.2118	109.8183
28	 6	0.1812	113.6733
28	 7	0.2213	108.5108
29	 0	0.1286	115.7691
29	 1	0.1930	104.8467
29	 2	0.1785	107.1353
29	 3	0.1615	110.0498
29	 4	0.1704	108.5513
29	 5	0.2067	102.3888
29	 6	0.1870	105.5818
29	 7	0.2349	97.5700
30	 0	0.1294	117.6521
30	 1	0.1897	108.3498
30	 2	0.1924	107.7725
30	 3	0.1716	111.0206
30	 4	0.1554	113.4578
30	 5	0.1924	107.8002
30	 6	0.2010	106.2907
30	 7	0.1939	107.5298
31	 0	0.1194	123.2885
31	 1	0.1677	117.5036
31	 2	0.1551	118.8403
31	 3	0.1618	118.0937
31	 4	0.1505	119.4042
31	 5	0.1760	116.3463
31	 6	0.1701	116.9263
31	 7	0.1727	116.7082
