INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.001	2.961	2.538	2.499
 0	 1	3.055	3.050	2.705	2.704
 0	 2	2.982	2.966	2.703	2.693
 0	 3	2.668	2.668	2.443	2.443
 0	 4	2.959	2.959	2.720	2.719
 0	 5	2.885	2.885	2.708	2.723
 0	 6	2.870	2.870	2.735	2.738
 0	 7	2.906	2.906	2.804	2.809
 1	 0	3.190	3.047	2.614	2.501
 1	 1	2.952	2.921	2.542	2.522
 1	 2	2.978	2.931	2.547	2.505
 1	 3	2.931	2.909	2.521	2.504
 1	 4	2.779	2.743	2.442	2.410
 1	 5	2.953	2.890	2.577	2.521
 1	 6	2.991	2.985	2.610	2.589
 1	 7	3.165	3.146	2.804	2.787
 2	 0	2.887	2.802	2.379	2.309
 2	 1	2.790	2.698	2.407	2.322
 2	 2	2.702	2.658	2.306	2.270
 2	 3	2.651	2.660	2.305	2.310
 2	 4	2.585	2.585	2.227	2.228
 2	 5	2.731	2.720	2.435	2.432
 2	 6	2.661	2.655	2.294	2.294
 2	 7	2.762	2.762	2.431	2.430
 3	 0	3.564	3.384	2.836	2.678
 3	 1	3.386	3.312	2.840	2.775
 3	 2	3.236	3.206	2.759	2.727
 3	 3	3.227	3.138	2.782	2.704
 3	 4	3.240	3.192	2.837	2.798
 3	 5	3.278	3.234	2.874	2.843
 3	 6	3.415	3.365	3.020	2.968
 3	 7	3.387	3.310	3.024	2.949
 4	 0	3.732	3.541	3.023	2.843
 4	 1	3.359	3.277	2.819	2.743
 4	 2	3.059	3.015	2.616	2.586
 4	 3	3.146	3.127	2.682	2.667
 4	 4	3.234	3.219	2.727	2.715
 4	 5	3.338	3.307	2.873	2.844
 4	 6	3.218	3.164	2.772	2.728
 4	 7	3.373	3.358	2.927	2.922
 5	 0	2.871	2.795	2.352	2.302
 5	 1	2.575	2.547	2.218	2.199
 5	 2	2.564	2.548	2.208	2.196
 5	 3	2.627	2.627	2.301	2.302
 5	 4	2.477	2.479	2.182	2.178
 5	 5	2.598	2.598	2.269	2.266
 5	 6	2.591	2.591	2.326	2.327
 5	 7	2.735	2.735	2.444	2.445
 6	 0	4.016	3.895	3.170	3.066
 6	 1	3.693	3.214	3.085	2.697
 6	 2	3.148	2.985	2.729	2.582
 6	 3	3.189	2.972	2.781	2.591
 6	 4	3.132	3.011	2.797	2.684
 6	 5	3.089	3.059	2.724	2.702
 6	 6	3.063	3.014	2.755	2.707
 6	 7	3.067	2.934	2.750	2.650
 7	 0	3.626	3.156	2.838	2.457
 7	 1	3.377	3.108	2.805	2.592
 7	 2	3.055	2.948	2.581	2.503
 7	 3	3.172	3.126	2.688	2.653
 7	 4	2.989	2.978	2.555	2.543
 7	 5	2.991	2.972	2.584	2.564
 7	 6	2.965	2.964	2.603	2.608
 7	 7	2.898	2.897	2.593	2.594
 8	 0	4.731	4.239	3.891	3.491
 8	 1	4.066	3.513	3.529	3.039
 8	 2	3.626	3.364	3.141	2.902
 8	 3	3.899	3.722	3.332	3.195
 8	 4	3.958	3.740	3.450	3.252
 8	 5	4.182	3.936	3.650	3.445
 8	 6	4.223	3.957	3.726	3.481
 8	 7	4.471	4.109	3.892	3.546
 9	 0	3.949	3.300	3.204	2.689
 9	 1	3.558	3.153	3.033	2.687
 9	 2	3.378	3.159	2.944	2.751
 9	 3	3.534	3.354	3.056	2.883
 9	 4	3.605	3.374	3.207	3.005
 9	 5	3.685	3.451	3.270	3.067
 9	 6	3.931	3.694	3.541	3.324
 9	 7	4.299	3.829	3.889	3.464
10	 0	3.822	3.781	3.142	3.097
10	 1	3.632	3.379	3.109	2.887
10	 2	3.555	3.446	3.065	2.958
10	 3	3.595	3.453	3.094	2.978
10	 4	3.800	3.692	3.357	3.258
10	 5	3.915	3.742	3.438	3.268
10	 6	4.258	4.268	3.724	3.725
10	 7	4.606	4.610	4.077	4.061
11	 0	3.460	3.252	2.754	2.580
11	 1	3.366	3.225	2.810	2.692
11	 2	3.220	3.163	2.716	2.666
11	 3	3.303	3.268	2.795	2.764
11	 4	3.632	3.437	3.080	2.950
11	 5	3.555	3.457	3.066	2.978
11	 6	3.932	3.690	3.458	3.242
11	 7	3.970	3.740	3.467	3.286
12	 0	4.067	3.820	3.285	3.086
12	 1	3.503	3.446	2.930	2.879
12	 2	3.430	3.385	2.855	2.821
12	 3	3.543	3.527	2.924	2.918
12	 4	3.713	3.646	3.099	3.029
12	 5	3.973	3.914	3.303	3.247
12	 6	4.187	3.992	3.501	3.332
12	 7	4.481	4.238	3.793	3.618
13	 0	3.652	3.261	2.895	2.588
13	 1	3.341	3.180	2.817	2.681
13	 2	3.383	3.212	2.884	2.735
13	 3	3.390	3.287	2.929	2.843
13	 4	3.777	3.590	3.278	3.107
13	 5	4.071	3.670	3.454	3.117
13	 6	4.172	3.824	3.606	3.291
13	 7	4.649	4.010	4.067	3.499
14	 0	3.014	2.933	2.455	2.383
14	 1	3.053	3.025	2.582	2.556
14	 2	3.106	3.052	2.672	2.627
14	 3	3.333	3.241	2.886	2.796
14	 4	3.802	3.676	3.274	3.170
