ch	pt	m	q
17	 1	0.1479	109.5233
17	 2	0.1714	105.5595
17	 3	0.1460	109.7817
17	 4	0.1666	106.4270
17	 5	0.1688	105.9941
17	 6	0.1769	104.6115
17	 7	0.1850	103.3365
18	 0	0.1726	109.3589
18	 1	0.2106	104.0988
18	 2	0.1459	113.1140
18	 3	0.1511	112.4128
18	 4	0.1734	109.3288
18	 5	0.1658	110.2958
18	 6	0.1884	107.1176
18	 7	0.1952	106.1519
19	 0	0.1934	114.5196
19	 1	0.1947	114.4650
19	 2	0.1873	115.1174
19	 3	0.1721	116.6415
19	 4	0.1982	114.0955
19	 5	0.1878	115.0591
19	 6	0.2220	111.6573
19	 7	0.2051	113.3395
20	 0	0.1836	110.5902
20	 1	0.1824	110.8525
20	 2	0.1609	113.5401
20	 3	0.1514	114.6760
20	 4	0.1667	112.8163
20	 5	0.1626	113.2330
20	 6	0.1843	110.4798
20	 7	0.2146	106.7614
21	 0	0.2127	102.3679
21	 1	0.2008	104.1990
21	 2	0.1892	105.8049
21	 3	0.1909	105.5909
21	 4	0.1695	108.7997
21	 5	0.1721	108.3345
21	 6	0.2100	102.7435
21	 7	0.1956	104.8964
22	 0	0.2243	100.8571
22	 1	0.2035	103.9629
22	 2	0.1870	106.3108
22	 3	0.1766	107.8960
22	 4	0.1786	107.6304
22	 5	0.1744	108.1102
22	 6	0.1781	107.6004
22	 7	0.1902	105.8207
23	 0	0.2100	107.4570
23	 1	0.1888	110.1942
23	 2	0.1510	114.8577
23	 3	0.1581	113.9722
23	 4	0.1639	113.2533
23	 5	0.1530	114.5372
23	 6	0.1733	112.0398
23	 7	0.1619	113.4319
24	 0	0.2242	103.6706
24	 1	0.2028	106.6100
24	 2	0.1758	110.1470
24	 3	0.1732	110.5645
24	 4	0.1671	111.4051
24	 5	0.1740	110.3742
24	 6	0.1831	109.1459
24	 7	0.1654	111.5623
25	 0	0.2275	100.1245
25	 1	0.1939	105.1646
25	 2	0.1680	108.9238
25	 3	0.1653	109.3389
25	 4	0.1467	112.1116
25	 5	0.1678	108.8966
25	 6	0.1848	106.4093
25	 7	0.1781	107.4342
26	 0	0.2252	107.8073
26	 1	0.1892	112.2421
26	 2	0.1741	113.8883
26	 3	0.1705	114.3649
26	 4	0.1944	111.6991
26	 5	0.1886	112.3027
26	 6	0.1890	112.2813
26	 7	0.1962	111.2027
27	 0	0.1768	104.9513
27	 1	0.1447	110.2397
27	 2	0.1396	110.9998
27	 3	0.1519	109.0344
27	 4	0.1429	110.5226
27	 5	0.1588	107.8578
27	 6	0.1620	107.3278
27	 7	0.1610	107.5209
28	 0	0.1471	117.0737
28	 1	0.1494	116.9061
28	 2	0.1508	116.6864
28	 3	0.1529	116.4824
28	 4	0.1533	116.4525
28	 5	0.1532	116.3704
28	 6	0.1854	112.7366
28	 7	0.1771	113.6916
29	 0	0.1372	115.4256
29	 1	0.1435	114.6933
29	 2	0.1531	113.3222
29	 3	0.1367	115.5416
29	 4	0.1687	111.3158
29	 5	0.1477	114.0206
29	 6	0.1903	108.3783
29	 7	0.1968	107.5306
30	 0	0.1177	117.8245
30	 1	0.1220	117.3355
30	 2	0.1587	112.3080
30	 3	0.1485	113.7300
30	 4	0.1606	112.1331
30	 5	0.1455	114.0672
30	 6	0.1531	113.0379
30	 7	0.1574	112.4712
31	 0	0.1092	118.7934
31	 1	0.1454	113.9635
31	 2	0.1418	114.3475
31	 3	0.1435	114.1519
31	 4	0.1620	111.6529
31	 5	0.1441	114.0006
31	 6	0.1879	108.0366
31	 7	0.1737	110.0019
