GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.066	164.260	0.9997	0.415	1.066	164.261	0.9995	0.540	1.217	160.437	1.0000	1.165	1.213	160.575	1.0000	1.206
 0	 1	0.954	163.700	0.9998	0.267	0.959	163.345	0.9998	0.306	1.059	161.003	0.9966	1.084	1.056	161.153	0.9966	1.106
 0	 2	0.915	162.485	0.9999	0.207	0.916	162.461	0.9999	0.206	1.005	160.069	0.9970	0.961	1.005	160.020	0.9974	0.933
 0	 3	0.901	161.590	0.9998	0.308	0.901	161.590	0.9998	0.308	0.976	159.914	0.9974	1.113	0.976	159.917	0.9975	1.119
 0	 4	0.889	160.880	1.0000	0.139	0.889	160.880	1.0000	0.139	0.954	159.553	0.9973	0.895	0.957	159.457	0.9973	0.983
 0	 5	0.853	161.415	1.0000	0.035	0.853	161.415	1.0000	0.035	0.913	159.700	0.9976	0.895	0.915	159.561	0.9977	0.759
 0	 6	0.835	161.095	1.0000	0.118	0.835	161.095	1.0000	0.118	0.890	159.480	0.9978	1.013	0.891	159.416	0.9982	1.012
 0	 7	0.812	161.655	0.9998	0.233	0.812	161.655	0.9998	0.233	0.881	159.171	0.9980	0.667	0.881	159.156	0.9980	0.686
 1	 0	1.129	161.595	0.9998	0.345	1.130	161.523	0.9999	0.271	1.364	153.310	1.0000	1.405	1.365	153.320	1.0000	1.184
 1	 1	1.049	158.525	0.9999	0.234	1.050	158.408	0.9999	0.249	1.208	153.735	0.9963	0.715	1.209	153.715	0.9963	0.760
 1	 2	0.996	158.170	0.9997	0.381	0.996	158.194	0.9998	0.340	1.144	153.114	0.9970	0.969	1.144	153.097	0.9970	1.011
 1	 3	0.974	157.550	0.9997	0.377	0.975	157.418	0.9997	0.405	1.116	152.550	0.9972	1.008	1.118	152.475	0.9973	1.141
 1	 4	0.984	154.875	0.9999	0.174	0.984	154.823	1.0000	0.133	1.094	152.106	0.9974	0.930	1.094	152.057	0.9976	0.922
 1	 5	0.937	156.265	0.9998	0.265	0.937	156.265	0.9998	0.265	1.057	152.015	0.9974	1.074	1.054	152.116	0.9975	1.110
 1	 6	0.915	156.085	0.9998	0.258	0.915	156.034	0.9998	0.297	1.030	151.845	0.9974	0.859	1.030	151.835	0.9979	0.925
 1	 7	0.903	155.560	0.9995	0.449	0.903	155.560	0.9995	0.449	1.017	151.273	0.9978	1.021	1.017	151.253	0.9979	1.023
 2	 0	0.998	151.895	0.9999	0.192	1.001	151.747	0.9999	0.201	1.242	142.719	1.0000	1.010	1.240	142.849	1.0000	0.866
 2	 1	0.947	148.190	0.9996	0.412	0.948	148.101	0.9997	0.384	1.116	142.484	0.9961	0.726	1.116	142.451	0.9961	0.643
 2	 2	0.898	148.505	1.0000	0.080	0.898	148.505	1.0000	0.080	1.070	141.954	0.9965	0.678	1.069	141.972	0.9965	0.663
 2	 3	0.888	147.405	0.9995	0.463	0.888	147.405	0.9995	0.463	1.048	141.506	0.9969	0.660	1.049	141.485	0.9971	0.671
 2	 4	0.869	147.335	1.0000	0.057	0.864	147.637	1.0000	0.053	1.030	141.008	0.9968	0.755	1.029	140.989	0.9968	0.665
 2	 5	0.845	147.340	0.9999	0.152	0.845	147.340	0.9999	0.152	1.002	140.941	0.9971	0.770	1.001	140.970	0.9974	0.769
 2	 6	0.836	146.510	1.0000	0.033	0.836	146.510	1.0000	0.033	0.984	140.656	0.9971	0.704	0.984	140.672	0.9973	0.687
 2	 7	0.830	145.885	0.9995	0.404	0.830	145.885	0.9995	0.404	0.965	140.518	0.9976	0.853	0.966	140.428	0.9976	0.988
 3	 0	1.259	96.365	0.9998	0.351	1.261	96.273	0.9999	0.325	1.500	89.260	0.9999	2.067	1.501	89.265	0.9999	2.042
 3	 1	1.158	94.490	0.9998	0.392	1.159	94.382	0.9998	0.385	1.296	91.702	0.9961	1.953	1.295	91.733	0.9961	2.025
 3	 2	1.110	94.220	1.0000	0.045	1.110	94.220	1.0000	0.045	1.237	91.569	0.9967	1.662	1.238	91.530	0.9966	1.678
 3	 3	1.065	94.980	1.0000	0.146	1.058	95.558	1.0000	0.128	1.197	91.360	0.9971	1.576	1.197	91.375	0.9973	1.498
 3	 4	1.052	93.285	0.9998	0.356	1.050	93.431	0.9999	0.278	1.156	91.346	0.9970	1.808	1.158	91.273	0.9970	1.753
 3	 5	1.007	94.095	0.9999	0.275	1.007	94.095	0.9999	0.275	1.105	91.571	0.9972	1.753	1.103	91.621	0.9973	1.759
 3	 6	0.989	93.080	1.0000	0.102	0.991	92.980	1.0000	0.116	1.074	91.162	0.9974	1.441	1.074	91.185	0.9977	1.411
 3	 7	0.972	92.955	1.0000	0.025	0.972	92.955	1.0000	0.025	1.055	90.832	0.9977	1.062	1.052	90.894	0.9977	1.027
 4	 0	1.167	143.050	1.0000	0.172	1.156	143.857	1.0000	0.060	1.473	131.719	1.0000	1.347	1.471	131.866	1.0000	1.384
 4	 1	1.069	140.395	0.9999	0.291	1.072	140.142	0.9999	0.269	1.262	133.585	0.9964	0.771	1.262	133.614	0.9964	0.804
 4	 2	1.022	139.575	1.0000	0.054	1.021	139.680	1.0000	0.117	1.217	132.044	0.9968	0.891	1.218	131.953	0.9968	0.910
 4	 3	0.996	138.565	0.9998	0.312	0.996	138.565	0.9998	0.312	1.173	131.752	0.9971	0.861	1.174	131.700	0.9973	0.852
 4	 4	0.987	137.265	0.9999	0.238	0.987	137.265	0.9999	0.238	1.152	130.942	0.9970	0.700	1.151	130.968	0.9970	0.711
 4	 5	0.959	136.835	0.9999	0.214	0.957	136.934	0.9999	0.222	1.101	131.114	0.9974	0.871	1.099	131.162	0.9977	0.870
 4	 6	0.932	136.805	0.9996	0.393	0.932	136.830	0.9997	0.351	1.089	130.097	0.9973	0.964	1.090	130.095	0.9973	0.906
 4	 7	0.928	135.500	0.9996	0.402	0.928	135.500	0.9996	0.402	1.058	130.263	0.9977	0.797	1.056	130.309	0.9978	0.798
 5	 0	1.092	169.215	0.9997	0.391	1.091	169.295	0.9997	0.418	1.347	160.435	1.0000	1.476	1.347	160.435	1.0000	1.421
 5	 1	1.017	165.425	0.9999	0.175	1.020	165.155	0.9999	0.195	1.180	160.530	0.9961	1.148	1.182	160.442	0.9961	1.158
 5	 2	0.965	164.890	0.9997	0.348	0.962	165.072	0.9997	0.398	1.127	159.406	0.9966	0.865	1.125	159.499	0.9970	0.786
 5	 3	0.967	162.555	0.9998	0.274	0.966	162.580	0.9999	0.234	1.102	158.793	0.9970	0.975	1.102	158.763	0.9973	0.954
 5	 4	0.935	163.230	0.9999	0.232	0.935	163.230	0.9999	0.232	1.080	158.404	0.9970	0.550	1.080	158.434	0.9971	0.546
 5	 5	0.905	163.185	0.9999	0.147	0.905	163.185	0.9999	0.147	1.047	158.163	0.9972	0.779	1.047	158.189	0.9972	0.822
 5	 6	0.885	163.000	1.0000	0.093	0.886	162.876	1.0000	0.090	1.018	158.014	0.9973	0.590	1.018	157.990	0.9973	0.586
 5	 7	0.888	161.445	1.0000	0.069	0.887	161.473	1.0000	0.039	1.004	157.565	0.9976	0.681	1.004	157.571	0.9978	0.740
 6	 0	1.158	148.495	0.9995	0.559	1.152	148.838	0.9989	0.845	1.417	139.939	1.0000	1.445	1.412	140.158	1.0000	1.376
 6	 1	1.056	145.435	0.9994	0.581	1.053	145.712	0.9994	0.592	1.217	140.642	0.9963	1.067	1.218	140.596	0.9963	1.016
 6	 2	1.002	145.110	1.0000	0.022	1.004	144.907	1.0000	0.046	1.168	139.456	0.9969	0.869	1.168	139.428	0.9970	0.934
 6	 3	0.968	145.000	0.9998	0.337	0.968	144.984	0.9998	0.332	1.136	138.575	0.9971	0.756	1.138	138.523	0.9973	0.714
 6	 4	0.947	144.510	0.9996	0.421	0.947	144.528	0.9996	0.429	1.102	138.515	0.9971	0.899	1.101	138.544	0.9972	0.812
 6	 5	0.924	143.560	0.9999	0.237	0.919	143.922	0.9998	0.263	1.055	138.431	0.9974	0.532	1.051	138.518	0.9974	0.625
 6	 6	0.900	143.735	0.9999	0.177	0.900	143.762	0.9999	0.222	1.041	137.824	0.9974	0.722	1.040	137.850	0.9975	0.742
 6	 7	0.876	143.710	0.9996	0.375	0.876	143.710	0.9996	0.375	1.012	137.619	0.9979	1.085	1.020	137.193	0.9978	1.002
 7	 0	1.200	155.245	0.9998	0.344	1.194	155.699	0.9998	0.390	1.484	145.430	1.0000	1.960	1.485	145.436	1.0000	1.850
 7	 1	1.074	152.745	0.9996	0.491	1.075	152.630	0.9995	0.558	1.268	146.209	0.9964	0.896	1.268	146.188	0.9964	0.952
 7	 2	1.026	151.375	0.9999	0.229	1.023	151.657	0.9999	0.167	1.205	145.122	0.9967	0.734	1.203	145.197	0.9975	0.615
 7	 3	0.998	150.595	0.9999	0.211	0.997	150.651	0.9999	0.252	1.160	144.697	0.9974	0.202	1.161	144.660	0.9975	0.317
 7	 4	0.970	150.530	1.0000	0.038	0.967	150.754	1.0000	0.061	1.135	144.210	0.9973	0.772	1.131	144.394	0.9973	0.715
 7	 5	0.963	148.255	0.9999	0.262	0.970	147.722	0.9997	0.350	1.100	143.498	0.9974	0.737	1.101	143.449	0.9978	0.876
 7	 6	0.923	149.035	0.9999	0.148	0.925	148.845	0.9999	0.235	1.063	143.487	0.9974	0.835	1.061	143.538	0.9974	0.885
 7	 7	0.916	147.795	0.9999	0.218	0.916	147.795	0.9999	0.218	1.040	143.071	0.9978	0.556	1.040	143.075	0.9979	0.615
 8	 0	1.042	157.325	0.9999	0.267	1.039	157.496	0.9997	0.425	1.297	148.324	1.0000	1.373	1.292	148.674	1.0000	1.421
 8	 1	0.969	154.535	0.9999	0.248	0.974	154.114	1.0000	0.097	1.144	148.699	0.9964	0.812	1.145	148.636	0.9964	0.997
 8	 2	0.915	155.005	0.9996	0.402	0.912	155.174	0.9996	0.432	1.090	148.260	0.9968	0.789	1.088	148.310	0.9968	0.887
 8	 3	0.906	153.985	0.9997	0.377	0.904	154.101	0.9996	0.422	1.063	148.088	0.9972	0.585	1.064	148.068	0.9975	0.724
 8	 4	0.889	153.660	0.9999	0.201	0.892	153.507	0.9999	0.171	1.044	147.714	0.9971	0.775	1.049	147.517	0.9971	0.741
 8	 5	0.884	152.190	0.9998	0.264	0.887	151.966	0.9999	0.198	1.023	147.309	0.9972	0.807	1.023	147.256	0.9973	0.813
 8	 6	0.863	152.425	0.9999	0.204	0.861	152.591	0.9999	0.172	1.012	146.719	0.9973	0.774	1.008	146.949	0.9974	0.747
